Category,Product Code,EAN Code,Product Name,Product Size,RRP,Price,VAT,Stock Service,Brand,Description,On Promo
Frozen Goods,916585,147838	,M/E UNBAKED FRUIT SCONE FRZN,60X150GRM,NA,£34.99,0.0%,In Stock,Musgrave Foodservice Ltd,Musgrave Excellence Unbaked Fruit Scone Pucks 60 x 150g (9kg),No
Frozen Goods,462241,5099839290763	,M/E US STYLE 95 BEEF BURGER 2OZ/57G,80X57GRM,NA,£30.95,0.0%,In Stock,Paragon Food Services Ltd,Musgrave Excellence 2oz US Style Beef Burgers 4.54kg,No
Frozen Goods,201399,5099839291258	,M/E BEEF BURGER FRZN 4OZ/113G,40X113GRM,NA,£31.35,0.0%,In Stock,Paragon Food Services Ltd,Musgrave Excellence Quarter Pounder Beef Burgers 4.54kg,No
Frozen Goods,200995,5099839290749	,M/E HOMESTYLE BEEF BURGER 6OZ/170G,24 x 170grm,NA,£29.79,0.0%,In Stock,Paragon Food Services Ltd,Musgrave Excellence 6oz Homestyle Beef Burgers 4.08kg,No
Packaging & Disposables,689486,5011581063334	,C/PACK COMPOSTABLE PAPERSTRAWS,24X150PCE,NA,£42.19,20.0%,In Stock,ROBINSON YOUNG,NA,No
Frozen Goods,766245,1454545455	,FROZEN PIZZA DOUGHBALLS,40X270GRM,NA,£18.89,0.0%,In Stock,Ashers Baking Company Ltd,NA,No
Alcohol & Tobacco,708836,9300727367143	,JACOBS CREEK SEMILLON CHARDONNAY,6 x 750mls,£7.57,£29.79,20.0%,In Stock,Jacob's Creek,Jacob's Creek Semillon Chardonnay White Wine 6 x 75cl,No
Frozen Goods,752814,5019312896435	,C/T TAKEAWAY PEPPERONI S/CRUST,1X645GRM,£3.50,£2.75,0.0%,In Stock,Chicago Town,"Get updates direct to your inbox at chicagotown.comSee how we go to town on it...If you like your pizza fully loaded, get a load of this! We've take our unique rising Takeaway dough and topped with a whole load a mozzarella, mature Cheddar, chicken and bacon. And hey, it comes with our awesome squishy signature tomato sauce stuffed crust!",No
Frozen Goods,752813,5019312082777	,C/T TAKEAWAY CHICKEN S/CRUST,1X495GRM,£3.50,£2.75,0.0%,In Stock,Musgrave Retail Partners,Like us? For great offers and competitions follow us on social media or get updates direct to your inbox at chicagotown.com,No
Frozen Goods,752811,5019312896435	,C/T TAKEAWAY PEPPERONI S/CRUST,9X645GRM,£3.50,£24.49,0.0%,In Stock,Chicago Town,"Get updates direct to your inbox at chicagotown.comSee how we go to town on it...If you like your pizza fully loaded, get a load of this! We've take our unique rising Takeaway dough and topped with a whole load a mozzarella, mature Cheddar, chicken and bacon. And hey, it comes with our awesome squishy signature tomato sauce stuffed crust!",No
Frozen Goods,752812,5019312896428	,C/T TAKEAWAY FOUR CHEESES/CRUST,9X630GRM,£3.50,£24.49,0.0%,In Stock,Chicago Town,Like us? For great offers and competitions follow us on social media or get updates direct to your inbox at chicagotown.com,No
Frozen Goods,752810,5019312082777	,C/T TAKEAWAY CHICKEN S/CRUST,9X495GRM,£3.50,£24.49,0.0%,In Stock,Musgrave Retail Partners,Like us? For great offers and competitions follow us on social media or get updates direct to your inbox at chicagotown.com,No
Alcohol & Tobacco,776889,7804320348179	,CYT M/RANGE SAUVIGNON BLANC,12 x 750mls,£6.67,£63.69,20.0%,In Stock,Concha y Toro,NA,No
Alcohol & Tobacco,114083,7804320985633	,CASILLERO DIABLO MERLOT,6 x 75cl,£8.28,£30.12,20.0%,In Stock,Casillero del Diablo,Casillero del Diablo Merlot Red Wine Chile 75cl,No
Alcohol & Tobacco,117998,7804320467450	,CYT M/RANGE MERLOT,12 x 750mls,£6.67,£56.99,20.0%,In Stock,Dillon Bass Ltd,NA,No
Alcohol & Tobacco,163843,9414024514275	,BRANCOTT MARLBOROUGH SAUVIGNON BLAN,6 x 750mls,£10.25,£37.99,20.0%,In Stock,Brancott Estate,Brancott Estate Sauvignon Blanc 750ml,No
Alcohol & Tobacco,114076,7804320256900	,CASILLERO DIABLO CHARDONNAY,6 x 75cl,£8.28,£30.12,20.0%,In Stock,Casillero del Diablo,Casillero del Diablo Chardonnay 75cl,No
Alcohol & Tobacco,106429,7804320301174	,CASILLERO SAUVIGNON BLANC,6 x 750mls,£8.28,£30.12,20.0%,In Stock,Casillero del Diablo,Casillero del Diablo Sauvignon Blanc 75cl,No
Alcohol & Tobacco,106428,7804320303178	,CASILLERO CABERNET SAUVIGNON,6 x 750mls,£8.28,£30.12,20.0%,In Stock,Concha y Toro,Casillero del Diablo Cabernet Sauvignon 75cl,No
Alcohol & Tobacco,494035,8410302569006	,CAMPO VEIJO TEMPRANILLO,12 x 187mls,£1.92,£16.99,20.0%,In Stock,Dillon Bass Ltd,Campo Viejo Rioja Tempranillo Red Wine 12 x 187ml,No
Alcohol & Tobacco,197428,8520000009	,SUTTER HOME WHITE ZINFANDEL,24 x 187mls,£2.09,£29.99,20.0%,In Stock,Dillon Bass Ltd,NA,No
Alcohol & Tobacco,153004,85200000296	,SUTTER HOME WHITE ZINFANDEL,12 x 750mls,£7.89,£54.99,20.0%,In Stock,Dillon Bass Ltd,NA,No
Alcohol & Tobacco,312782,85200000272	,SUTTER HOME SAUVIGNON BLANC,12 x 750mls,£6.68,£54.99,20.0%,In Stock,Dillon Bass Ltd,Sutter Home Sauvignon Blanc 750ml,No
"Health, Beauty & Baby",125578,8714789726137	,COLGATE PLAX COOLMINT BLUE,6 x 250mls,£2.69,£9.99,20.0%,In Stock,Colgate,Colgate Plax FreshFX is our latest freshness technology delivering a pleasurable cooling sensation that lasts 10x  longer versus brushing alone. Colgate Plax is a clinically proven formula that effectively fights bacteria and provides  24/7 plaque protection**use twice daily,No
"Health, Beauty & Baby",125579,8714789726229	,COLGATE PLAX SOFTMINT GREEN,6 x 250mls,£2.69,£9.99,20.0%,In Stock,Colgate,Colgate Plax FreshFX is our latest freshness technology delivering a pleasurable cooling sensation that lasts 10x  longer versus brushing alone. Colgate Plax is a clinically proven formula that effectively fights bacteria and provides  24/7 plaque protection**use twice daily,No
"Health, Beauty & Baby",755750,8001841267029	,PANTENE S/POO CLASSIC CLEAN,6X360MLS,£2.39,£8.99,20.0%,In Stock,Interactive Irl Ltd,Pantene Pro-V Classic Clean Clarifying Shampoo Pro-V Formula+Active Nutrients 360ML,No
"Health, Beauty & Baby",755754,8001841267173	,PANTENE S/POO SMOOTH SLEEK,6X360MLS,£2.39,£8.99,20.0%,In Stock,Interactive Irl Ltd,Pantene Pro-V Smooth & Sleek Silicone Free Frizz Ease  Shampoo Pro-V Formula With Argan Oil 360ML,No
"Health, Beauty & Baby",766992,50375301	,KLEENEX BALSAM HANKIES,18X1PK,£0.30,£3.19,20.0%,In Stock,Kleenex,Kleenex® Balsam TissuesSingle Pocket Pack 4 ply Tissue,No
Frozen Goods,627121,3398281013664	,SICOLY RED FRUITS COULISFROZEN,1 x 500grm,NA,£3.79,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
"Health, Beauty & Baby",914994,7322541049052	,BODYFORM ULTRA LONG 1.49,16X8PK,£1.49,£16.29,0.0%,In Stock,SCA Hygiene Ltd,"Bodyform Long Towel with Wings, New Cour-V™ Adaptive Technology 8 pcs",No
"Health, Beauty & Baby",510788,4015400363064	,TAMPAX BLUE BOX SUPER PLUS,8X20PK,£2.29,£12.99,0.0%,In Stock,Tampax,Tampax Super Plus Tampons With Cardboard Applicator X  20,No
"Health, Beauty & Baby",447986,5029053532660	,KOTEX MAXI NORMAL 1.15,12X16PK,£1.15,£9.29,0.0%,In Stock,Kotex,Kotex Maxi Normal 16 Pads,No
"Health, Beauty & Baby",425344,7322540528718	,BODYFORM ULTRA NIGHT 1.49,6X10PK,£1.49,£5.99,0.0%,In Stock,Bodyform,Triple Protection against leakage with:1. Anti-leak walls2. Fast Absorption Core3. All-around barrier,No
"Health, Beauty & Baby",447988,5029053532608	,KOTEX MAXI SUPER 1.15,12X14PK,£1.15,£9.29,0.0%,In Stock,Kotex,Kotex Maxi Super 14 Pads,No
"Health, Beauty & Baby",447987,5029053532622	,KOTEX MAXI NIGHT 1.15,12X10PK,£1.15,£9.29,0.0%,In Stock,Kotex,Kotex Maxi Night-Time x 10,No
Frozen Goods,691348,5391513702495	,M/E ASSIETTES SELECTION FRZN,30X65GRM,NA,£22.99,0.0%,In Stock,Musgrave Excellence,Musgrave Excellence Assiettes Selection 30 x 50g (1.5kg),No
"Health, Beauty & Baby",914993,7322541067728	,TENA DISCREET EXTRA PLUS,6X8PK,£3.09,£13.85,0.0%,In Stock,SCA Hygiene Ltd,TENA Lady Discreet Extra Plus incontinence Pads 8 pack,No
"Health, Beauty & Baby",914991,7322541048970	,BODYFORM U/N WINGS 1.49,12X10PK,£1.49,£11.99,0.0%,In Stock,SCA Hygiene Ltd,"Bodyform Normal Ultra Towel with Wings, New Cour-V™ Adaptive Technology 10 pcs",No
"Health, Beauty & Baby",799149,7322541048918	,BODYFORM ULTRA NORMAL 1.49,12X12PK,£1.49,£11.99,0.0%,In Stock,SCA Hygiene Ltd,NA,No
"Health, Beauty & Baby",799169,7322541061467	,TENA DISCREET EXTRA,6X10PK,£3.09,£13.85,0.0%,In Stock,SCA Hygiene Ltd,TENA Discreet Extra incontinence Pads 10 pack,No
"Health, Beauty & Baby",799159,7322540852066	,TENA DISCREET NORMAL,6X12PK,£3.09,£13.85,0.0%,In Stock,SCA Hygiene Ltd,TENA Discreet Normal Incontinence Pads 12 Pack,No
Frozen Goods,755245,5390224000524	,BOYLANS FRUIT FARM BLUEBERRIES FRZN,4 x 2.5kgm,NA,£39.96,0.0%,In Stock,Musgrave Foodservice Ltd,For Recipes please see the Recipe page on www.boylanfruits.ie,No
"Health, Beauty & Baby",510804,4015400363002	,TAMPAX BLUE BOX SUPER,8X20PK,£2.29,£12.99,0.0%,In Stock,Tampax,Tampax Super Tampons With Cardboard Applicator X 20,No
Frozen Goods,729213,5411361900703	,ARDO BLACKBERRIES FROZEN,1 x 2.5kgm,NA,£14.19,0.0%,In Stock,Ardovries Shearway Ltd,NA,No
Frozen Goods,755242,5099839653452	,M/EXCELLENCE STRAWBERRIES FRZN,1 x 2.5kgm,NA,£7.99,0.0%,In Stock,Musgrave Foodservice Ltd,Musgrave Excellence Strawberries 2.5kg,No
Frozen Goods,692824,5411361970706	,ARDO MIXED BERRIES FROZEN,1 x 2.5kgm,NA,£9.09,0.0%,In Stock,Ardo,NA,No
Frozen Goods,729212,5411361900703	,ARDO BLACKBERRIES FROZEN,4 x 2.5kgm,NA,£53.15,0.0%,In Stock,Ardovries Shearway Ltd,NA,No
Frozen Goods,755241,5099839653452	,M/EXCELLENCE STRAWBERRIES FRZN,4 x 2.5kgm,NA,£31.96,0.0%,In Stock,Musgrave Foodservice Ltd,Musgrave Excellence Strawberries 2.5kg,No
Frozen Goods,548240,5099839246036	,M/E LUX S/BERRY C/CAKE 14PTN,1X1400GRM,NA,£14.35,0.0%,In Stock,Musgrave Foodservice Ltd,Musgrave Excellence Strawberry Cheesecake 1.4kg,No
Frozen Goods,536223,5099839246050	,M/E LUX LEMON C/CAKE 14PTN,1X1400GRM,NA,£14.35,0.0%,In Stock,Musgrave Excellence,Musgrave Excellence Lemon Cheesecake 1.4kg,No
Frozen Goods,532330,5099839624131	,M/E MINT CHOC CHIP I/CRMS/SCOOP,1 x 4ltr,NA,£4.99,20.0%,In Stock,Lakeland Dairies,Musgrave Excellence Soft Scoop Ice Cream Mint Chocolate 4L,No
Frozen Goods,531228,5099839624131	,M/E MINT CHOC CHIP I/CRMS/SCOOP,4 x 4ltr,NA,£18.79,20.0%,In Stock,Lakeland Dairies,Musgrave Excellence Soft Scoop Ice Cream Mint Chocolate 4L,No
Frozen Goods,725874,5099839290084	,M/E STRAWBERRY SOFTSCOOPI/CREAM,1 x 4ltr,NA,£4.15,20.0%,In Stock,Musgrave Excellence,Musgrave Excellence Strawberry Soft Scoop Ice Cream 4L,No
Frozen Goods,692823,5411361970706	,ARDO MIXED BERRIES FROZEN,4 x 2.5kgm,NA,£36.15,0.0%,In Stock,Ardo,NA,No
Frozen Goods,725873,5099839290084	,M/E STRAWBERRY SOFTSCOOPI/CREAM,4 x 4ltr,NA,£15.45,20.0%,In Stock,Musgrave Excellence,Musgrave Excellence Strawberry Soft Scoop Ice Cream 4L,No
Frozen Goods,725870,5099839290060	,M/E VANILLA ICE CREAM SOFT SCOOP,1 x 4ltr,NA,£3.85,20.0%,In Stock,Musgrave Excellence,Musgrave Excellence Vanilla Soft Scoop Ice Cream 4L,No
Frozen Goods,725658,5099839290312	,M/E DAIRY CREAM PROFITEROLES FRZN,1 x 2kgm,NA,£13.99,0.0%,In Stock,Musgrave Excellence,NA,No
Frozen Goods,536222,5099839246067	,M/E LUX BAILEYS C/CAKE 14PTN,1X1400GRM,NA,£15.99,0.0%,In Stock,Musgrave Excellence,Musgrave Excellence Irish Cream Liqueur Cheesecake 1.4kg,No
Frozen Goods,489288,5411361920701	,ARDO RASPBERRIES FROZEN,1 x 2.5kgm,NA,£21.55,0.0%,In Stock,Ardo,NA,No
Frozen Goods,489287,5411361920701	,ARDO RASPBERRIES FROZEN,4 x 2.5kgm,NA,£83.15,0.0%,In Stock,Ardo,NA,No
Frozen Goods,725868,5099839290060	,M/E VANILLA ICE CREAM SOFT SCOOP,4 x 4ltr,NA,£14.49,20.0%,In Stock,Musgrave Excellence,Musgrave Excellence Vanilla Soft Scoop Ice Cream 4L,No
Frozen Goods,755248,5099839653438	,MUSGRAVE EXCELLENCE MIXED BERRIES,1 x 2.5kgm,NA,£8.85,0.0%,In Stock,Musgrave Foodservice Ltd,Musgrave Excellence Mixed Berries 2.5kg,No
Frozen Goods,755247,5099839653438	,MUSGRAVE EXCELLENCE MIXED BERRIES,4 x 2.5kgm,NA,£32.89,0.0%,In Stock,Musgrave Foodservice Ltd,Musgrave Excellence Mixed Berries 2.5kg,No
Frozen Goods,755246,5390224000524	,BOYLANS FRUIT FARM BLUEBERRIES FRZN,1 x 2.5kgm,NA,£9.99,0.0%,In Stock,Musgrave Foodservice Ltd,For Recipes please see the Recipe page on www.boylanfruits.ie,No
Frozen Goods,718347,5011003019420	,G/ISLE SPICY WEDGES,NA,NA,NA,0.0%,Out of Stock,Green Isle,Green Isle Spicy Wedges 600g,No
Frozen Goods,484859,5011003009629	,G/ISLE STRAIGHT CUT OVENCHIPS,1 x 1.5kgm,£2.75,£2.15,0.0%,In Stock,Green Isle,Green Isle Straight Cut Oven Chips 1.5kg,No
Frozen Goods,725347,5099839290190	,M/E FROZEN PROBIOTIC YOGURT,1 x 4ltr,NA,£3.99,20.0%,In Stock,Musgrave Excellence,Musgrave Excellence Frozen Yogurt 4L,No
Frozen Goods,699222,8711327318366	,CORNETTO 6PK STRAWBERRY,1X90MLS,£2.75,£1.75,20.0%,In Stock,Musgrave Retail Partners,Cornetto  Ice cream cone Strawberry 6x90ml,No
Frozen Goods,699221,8711327318366	,CORNETTO 6PK STRAWBERRY,6X90MLS,£2.75,£10.19,20.0%,In Stock,Musgrave Retail Partners,Cornetto  Ice cream cone Strawberry 6x90ml,No
Frozen Goods,699219,8711327318373	,CORNETTO 6PK CLASSICO,1X90MLS,£2.75,£1.75,20.0%,In Stock,Musgrave Retail Partners,Cornetto Classico Ice cream cone 6 x 90 ml,No
Frozen Goods,699182,8711327318373	,CORNETTO 6PK CLASSICO,6X90MLS,£2.75,£10.19,20.0%,In Stock,Musgrave Retail Partners,Cornetto Classico Ice cream cone 6 x 90 ml,No
Frozen Goods,725346,5099839290190	,M/E FROZEN PROBIOTIC YOGURT,4 x 4ltr,NA,£14.99,20.0%,In Stock,Musgrave Excellence,Musgrave Excellence Frozen Yogurt 4L,No
"Health, Beauty & Baby",442065,8714789973715	,COLGATE CAVITY 1.00,12 x 75mls,£1.00,£7.99,20.0%,In Stock,Colgate,Colgate Cavity Protection Toothpaste 75ml,No
Frozen Goods,484858,5011003009629	,G/ISLE STRAIGHT CUT OVENCHIPS,10 x 1.5kgm,£2.75,£21.45,0.0%,In Stock,Green Isle,Green Isle Straight Cut Oven Chips 1.5kg,No
Frozen Goods,718346,5011003019420	,G/ISLE SPICY WEDGES,NA,NA,NA,0.0%,Out of Stock,Green Isle,Green Isle Spicy Wedges 600g,No
Frozen Goods,627091,3398281013664	,SICOLY RED FRUITS COULISFROZEN,6 x 500grm,NA,£22.65,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Frozen Goods,627060,3398281012872	,SICOLY RASPBERRY COULIS FROZEN,1X500KGM,NA,£4.49,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
"Health, Beauty & Baby",510794,4015400363033	,TAMPAX BLUE BOX REG,8X20PK,£2.29,£12.99,0.0%,In Stock,Tampax,Tampax Regular Tampons With Cardboard Applicator X 20,No
Frozen Goods,627050,3398281012872	,SICOLY RASPBERRY COULIS FROZEN,6X500KGM,NA,£26.94,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Frozen Goods,627049,3398281012827	,SICOLY EXOTIC COULIS FROZEN,1 x 500grm,NA,£3.99,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Frozen Goods,739322,5099839290305	,M/E BANOFFEE PIE FRZN (12 PTN),1X1800GRM,NA,£15.99,0.0%,In Stock,Musgrave Excellence,Musgrave Excellence Banoffee Pie 1.5kg,No
Frozen Goods,480323,5099839246043	,M/E LUX R/BERRY C/CAKE 14 PTN,1X1400GRM,NA,£14.35,0.0%,In Stock,Musgrave Foodservice Ltd,Musgrave Excellence Raspberry Cheesecake 1.4kg,No
Frozen Goods,627021,3398281012827	,SICOLY EXOTIC COULIS FROZEN,6 x 500grm,NA,£23.65,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Frozen Goods,756606,5000116111855	,B/EYE S/FRIED CKN GRILLS4PK,1 x 360grm,£2.50,£2.29,0.0%,In Stock,Musgrave Retail Partners,For a Sustainable TomorrowMaking a difference with responsibly sourced and prepared food every daybirdseye.co.uk/our-sustainable-path,No
Frozen Goods,756605,5000116111855	,B/EYE S/FRIED CKN GRILLS4PK,8 x 360grm,£2.50,£18.35,0.0%,In Stock,Musgrave Retail Partners,For a Sustainable TomorrowMaking a difference with responsibly sourced and prepared food every daybirdseye.co.uk/our-sustainable-path,No
Frozen Goods,753039,5000116111824	,B/EYE CRISPY CHICKEN GRILLS,1X4PK,£2.50,£2.29,0.0%,In Stock,Musgrave Retail Partners,For a Sustainable TomorrowMaking a difference with responsibly sourced and prepared food every daybirdseye.co.uk/our-sustainable-path,No
"Health, Beauty & Baby",759396,5029053573281	,KLEENEX ORIGINAL EX LARGE,8X2PK,£2.79,£14.99,20.0%,In Stock,Kimberley Clark Ltd,www.kleenex.co.uk,No
"Health, Beauty & Baby",755836,8001841041360	,PAMPERS SCENTED WIPES,12X52PK,£1.00,£7.69,20.0%,In Stock,Interactive Irl Ltd,Pampers Fresh Clean Baby Wipes 1 Pack = 52 Baby Wet Wipes,No
"Health, Beauty & Baby",775577,5029053550039	,HUGGIES WIPES,6X1PK,£1.00,£4.29,20.0%,In Stock,Kimberley Clark Ltd,http://www.huggies.co.uk/,No
"Health, Beauty & Baby",755835,8001841041391	,PAMPERS SENSITIVE WIPES,12X52PK,£1.00,£7.69,20.0%,In Stock,Interactive Irl Ltd,Pampers Sensitive Baby Wipes 1 Pack = 52 Baby Wet Wipes,No
Frozen Goods,413804,5099556015809	,BONELESS COOKED CHICKEN WINGS FRZN,1 x 1kgm,NA,£5.89,0.0%,In Stock,The Big Chicken Company,NA,No
"Health, Beauty & Baby",657559,8717163965030	,DOVE FW ORIGINAL APA,6 x 150mls,£1.89,£7.29,20.0%,In Stock,Dove,Dove Original Anti-perspirant Deodorant Aerosol 150 ml,No
"Health, Beauty & Baby",917128,7322540455236	,TENA DISCREET MAXI,8X6PK,£3.09,£18.49,0.0%,In Stock,SCA Hygiene Ltd,TENA Discreet Maxi Night Incontinence Pads 6 Pack,No
"Health, Beauty & Baby",370590,8717644011843	,VASELINE ALOE VERA DEODORANT,6 x 150mls,£1.29,£4.49,20.0%,In Stock,Unilever Ireland Personal Care,Vaseline  Aloe Sensitive Anti-perspirant Deodorant Aerosol 150ml,No
Frozen Goods,797406,5391533073360	,DIGGERS SALT&CHILLI CKN FILLETS,1 x 1kgm,NA,£8.79,0.0%,In Stock,Pan Euro Foods,NA,No
Frozen Goods,413803,5099556015809	,BONELESS COOKED CHICKEN WINGS FRZN,5 x 1kgm,NA,£29.35,0.0%,In Stock,The Big Chicken Company,The Big Chicken Company Fully Cooked Boneless Chicken  Wings 5 x 1kg,No
Frozen Goods,753038,5000116111824	,B/EYE CRISPY CHICKEN GRILLS,8X4PK,£2.50,£18.35,0.0%,In Stock,Musgrave Retail Partners,For a Sustainable TomorrowMaking a difference with responsibly sourced and prepared food every daybirdseye.co.uk/our-sustainable-path,No
Frozen Goods,916281,5391533073346	,DIGGERS BUTTERMILK FILLETS,5 x 1kgm,NA,£41.55,0.0%,In Stock,Pan Euro Foods,NA,No
Frozen Goods,797405,5391533073360	,DIGGERS SALT&CHILLI CKN FILLETS,5 x 1kgm,NA,£42.59,0.0%,In Stock,Pan Euro Foods,NA,No
Frozen Goods,916282,5391533073346	,DIGGERS BUTTERMILK FILLETS,1 x 1kgm,NA,£8.95,0.0%,In Stock,Pan Euro Foods,NA,No
Frozen Goods,496783,1122112222	,GOODFELLAS THIN PEPPERONI PIZZA,1 x 340grm,£1.75,£1.49,0.0%,In Stock,Musgrave Retail Partners,For a Sustainable TomorrowMaking a difference with responsibly sourced and prepared food every daygoodfellaspizzas.com/our-sustainable-path,No
Frozen Goods,112772,1122112222	,GOODFELLAS THIN PEPPERONI PIZZA,15X340GRM,£1.75,£21.95,0.0%,In Stock,Musgrave Retail Partners,For a Sustainable TomorrowMaking a difference with responsibly sourced and prepared food every daygoodfellaspizzas.com/our-sustainable-path,No
"Confectionery, Crisps & Snacks",776002,5000237125137	,KP DRY ROAST 1.00,16X65GRM,£1.00,£9.09,20.0%,In Stock,KP Snacks Ltd,"Snacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.",No
Frozen Goods,775896,5011003000176	,G/F THIN MEATFEAST PIZZA,15X345GRM,£1.75,£21.95,0.0%,In Stock,Musgrave Retail Partners,For a Sustainable TomorrowMaking a Difference with Responsibly Sourced and Prepared Food Every Daygoodfellaspizzas.com/our-sustainable-path,No
Frozen Goods,775897,5011003000176	,G/F THIN MEATFEAST PIZZA,1X345GRM,£1.75,£1.49,0.0%,In Stock,Musgrave Retail Partners,For a Sustainable TomorrowMaking a Difference with Responsibly Sourced and Prepared Food Every Daygoodfellaspizzas.com/our-sustainable-path,No
Frozen Goods,776305,5019312083040	,C/TOWN T/AWAY S/CRUST MEATY,1X640GRM,£3.50,£2.75,0.0%,In Stock,Musgrave Retail Partners,Like us? For great offers and competitions follow us on social media or get updates direct to your inbox at chicagotown.com,No
Frozen Goods,776304,5019312083040	,C/TOWN T/AWAY S/CRUST MEATY,9X640GRM,£3.50,£24.49,0.0%,In Stock,Musgrave Retail Partners,Like us? For great offers and competitions follow us on social media or get updates direct to your inbox at chicagotown.com,No
"Confectionery, Crisps & Snacks",625651,5034660011859	,HALLS SOOTHERS STRAWBERRY,20 x 45grm,£0.79,£8.99,20.0%,In Stock,Kraft Foods UK Ltd,Halls Soothers Strawberry Flavour 45g,No
Frozen Goods,752815,5019312896428	,C/T TAKEAWAY FOUR CHEESES/CRUST,1X630GRM,£3.50,£2.75,0.0%,In Stock,Chicago Town,Like us? For great offers and competitions follow us on social media or get updates direct to your inbox at chicagotown.com,No
"Confectionery, Crisps & Snacks",625641,5034660011842	,HALLS SOOTHERS PEACH,20 x 45grm,£0.79,£8.99,20.0%,In Stock,Kraft Foods UK Ltd,Halls Soothers Peach & Raspberry Flavour 45g,No
"Confectionery, Crisps & Snacks",625591,5010455063135	,HALLS SOOTHERS CHERRY,20 x 45grm,£0.79,£8.99,20.0%,In Stock,Halls,Halls Soothers Cherry Flavour 45g,No
"Confectionery, Crisps & Snacks",767263,50658053	,HALLS CHERRY S/FREE,20X32GRM,£0.79,£9.59,20.0%,In Stock,Halls,HALLS Cherry Flavour 32g,No
"Confectionery, Crisps & Snacks",767262,50658053	,HALLS CHERRY S/FREE,240X32GRM,£0.79,£97.77,20.0%,In Stock,Halls,HALLS Cherry Flavour 32g,No
"Confectionery, Crisps & Snacks",767261,50985098	,HALLS EXTRA STRONG MENTHOL,20X33.GRM,£0.69,£8.99,20.0%,In Stock,Halls,HALLS Extra Strong 33.5g,No
"Confectionery, Crisps & Snacks",625611,5010455063142	,HALLS SOOTHERS BLACKCURRANT,20 x 45grm,£0.79,£8.99,20.0%,In Stock,Halls,Halls Soothers Blackcurrant Juice Sweets 45g,No
"Confectionery, Crisps & Snacks",767260,50985098	,HALLS EXTRA STRONG MENTHOL,240X33.GRM,£0.69,£107.22,20.0%,In Stock,Halls,HALLS Extra Strong 33.5g,No
