Category,Product Code,EAN Code,Product Name,Product Size,RRP,Price,VAT,Stock Service,Brand,Description,On Promo
Fresh & Chilled Goods,791873,5992734209062	,COOKED LIGHT STREAKY BACON,1 x 1kgm,NA,£13.99,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Fresh & Chilled Goods,791851,5992734209062	,COOKED LIGHT STREAKY BACON,6 x 1kgm,NA,£83.94,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Fresh & Chilled Goods,487654,5060393478645	,MCATAMNEY JUMBO PORK+LEEK SAUSAGES,4 x 1kgm,NA,£19.96,0.0%,In Stock,K&G McAtamney Ltd,K & G McAtamney Pork & Leek Sausage 1kg,No
Soft Drinks,916676,5056192406712	,SLUSH PUPPIE SQUEEZEE ASSORTED,100X60MLS,£0.20,£10.19,20.0%,In Stock,Interactive Irl Ltd,Slush Puppie Squeezee Freezalicious Pops 100 x 60ml,No
Soft Drinks,664181,5449000053909	,DIET COKE BOTTLE,8 x 2ltr,£2.69,£11.99,20.0%,In Stock,Coca-Cola,Diet Coke 2L,No
Soft Drinks,385350,5011026008203	,MIWADI BLACKCURRANT BOTTLE,12 x 1ltr,£1.89,£12.49,20.0%,In Stock,Mi Wadi,Enjoy as part of a varied and balanced diet and a healthy lifestyle.,No
Soft Drinks,768780,5449000276018	,COSTA LATTE CARAMEL,12 x 250mls,£1.69,£14.99,0.0%,In Stock,Coca Cola HBC Northern Ireland,Costa Coffee Caramel Latte 250ml,No
Soft Drinks,760964,5000382108504	,IRN BRU S/F ENERGY 89P,12 x 330mls,£0.89,£5.99,20.0%,In Stock,Tennant & Ruttle,"A varied, balanced diet and a healthy lifestyle are recommended.",No
Soft Drinks,439208,5011475831674	,MAINE CLOUDY LIME,12 x 500mls,£0.65,£4.29,20.0%,In Stock,Maine,Find out more about Maine and our unforgettable flavours at mainesoftdrinks.co.ukLike us on Facebook and Twitter,No
Soft Drinks,439206,5011475359703	,MAINE BUBBLEGUM,12 x 500mls,£0.65,£4.29,20.0%,In Stock,Maine,Find out more about Maine and our unforgettable flavours at mainesoftdrinks.co.uk,No
Soft Drinks,779171,5391521832399	,CLUB TONIC WATER 6PK CANS,4 x 330mls,£2.99,£6.29,20.0%,In Stock,Britvic Northern Ireland,Club Tonic Water Cans 6 x 330ml,No
Soft Drinks,439204,5011475639287	,MAINE ATTABOY,12 x 500mls,£0.65,£4.29,20.0%,In Stock,Maine,Find out more about Maine and our unforgettable flavours at mainesoftdrinks.co.ukLike us on Facebook and Twitter,No
Soft Drinks,109882,5011020102853	,RIVER ROCK STILL GLASS#,24 x 330mls,£0.69,£8.49,20.0%,In Stock,Coca Cola HBC Northern Ireland,Deep RiverRock Still Water 330ml,No
Soft Drinks,779169,5391521832412	,CLUB SODA WATER 6PK,4 x 330mls,£2.99,£6.29,20.0%,In Stock,Britvic Northern Ireland,Club Soda Water Cans 6 x 330ml,No
Soft Drinks,760963,5000382108467	,IRN BRU ENERGY 99P,12 x 330mls,£0.99,£6.69,20.0%,In Stock,Tennant & Ruttle,"A varied, balanced diet and a healthy lifestyle are recommended.",No
Soft Drinks,779168,5391521832436	,CLUB GINGERALE 6PK,4 x 330mls,£2.99,£6.29,20.0%,In Stock,Britvic Northern Ireland,Club Ginger Ale Cans 6 x 330ml,No
Soft Drinks,647994,5000347008436	,LUCOZADE SPORT ORANGE,12 x 500mls,£1.79,£11.69,20.0%,In Stock,Suntory GB Ltd,Lucozade Sport Drink Orange 500ml,No
Soft Drinks,558849,5000347027048	,LUCOZADE SPORT RASPBERRY,12 x 500mls,£1.79,£11.69,20.0%,In Stock,Lucozade,Lucozade Sport Drink Raspberry 500ml,No
Soft Drinks,447598,181	,SPRITE ZERO NRB,24 x 200mls,NA,£9.49,20.0%,In Stock,Coca Cola HBC Northern Ireland,NA,No
Soft Drinks,915868,5391521833112	,CLUB LOADED THE ROCK,12 x 500mls,£1.29,£8.99,20.0%,In Stock,Britvic Northern Ireland,To be enjoyed as part of a varied and balanced diet and a healthy lifestyle.,No
Soft Drinks,556926,54493049	,OASIS ZERO SUMMER FRUITS#OTTLE,24 x 500mls,£1.49,£14.99,20.0%,In Stock,Oasis,Oasis Zero Summer Fruits 500ml,No
Soft Drinks,557280,5011020101764	,FRUICE APPLE JUICE DRINK,12 x 330mls,£1.29,£7.99,20.0%,In Stock,Fruice,Fruice 100% Pure Apple Juice from Concentrate 330ml,No
Soft Drinks,536802,3254385005359	,CRISTALINE WATER 6PK,4 x 500mls,£1.69,£3.29,20.0%,In Stock,Interactive Irl Ltd,Cristaline Spring Water 6 x 500ml,No
Soft Drinks,447595,184	,FANTA LEMON NRB,24 x 200mls,NA,£9.49,20.0%,In Stock,Coca Cola HBC Northern Ireland,Sprite Lemon Lime No Sugar 200ml,No
Soft Drinks,101342,5011026701647	,CLUB SODA WATER,12 x 850mls,£1.00,£7.29,20.0%,In Stock,Club,Club Mixers Soda Water 850ml,No
Soft Drinks,695489,9311493003234	,BUNDABERG GINGER BEER GLASS BOTTLE,12 x 375mls,£1.59,£10.99,20.0%,In Stock,Tennant & Ruttle,For more information and recipe ideas visit www.bundaberg.com,No
Soft Drinks,693000,6001048003323	,APPLETISER APPLE,12X275MLS,£1.33,£9.59,20.0%,In Stock,Appletiser,Appletiser 275ml Glass Bottle,No
Soft Drinks,557276,5011020101771	,FRUICE CRANBERRY JUICE DRINK,12 x 330mls,£1.29,£7.99,20.0%,In Stock,Fruice,Fruice Cranberry 330ml,No
Soft Drinks,761703,5391521831880	,CLUB TONIC WATER,12 x 850mls,£1.00,£7.29,20.0%,In Stock,Britvic Northern Ireland,Club Tonic Water Bottle 850ml,No
Soft Drinks,447596,183	,FANTA ORANGE NRB,24 x 200mls,NA,£9.49,20.0%,In Stock,Coca Cola HBC Northern Ireland,NA,No
Soft Drinks,915867,5391521833099	,CLUB LOADED THE GLOW,12 x 500mls,£1.29,£8.99,20.0%,In Stock,Britvic Northern Ireland,To be enjoyed as part of a varied and balanced diet and a healthy lifestyle.,No
Soft Drinks,207488,5011026008227	,MI WADI NAS BLACKCURRANT,12 x 1ltr,£1.89,£12.49,20.0%,In Stock,Mi Wadi,Enjoy as part of a varied and balanced diet and a healthy lifestyle.,No
Soft Drinks,439211,5011475426139	,MAINE PINEAPPLE,12 x 500mls,£0.65,£4.29,20.0%,In Stock,Maine,Find out more about Maine and our unforgettable flavours at mainesoftdrinks.co.uk,No
Soft Drinks,207486,5011026008319	,MI WADI NAS ORANGE&PINEAPPLE,12 x 1ltr,£1.89,£12.49,20.0%,In Stock,Mi Wadi,Enjoy as part of a varied and balanced diet and a healthy lifestyle.,No
Soft Drinks,758586,5391521840653	,MIWADI ZERO BLACKCURRANT,12 x 1ltr,£1.69,£12.99,20.0%,In Stock,Britvic Northern Ireland,Enjoy as part of a varied and balanced diet and a healthy lifestyle.Supporting Diabetes™ IrelandGive Your Supportwww.diabetes.ie,No
Soft Drinks,110446,5011026701760	,MI WADI NAS LIME,12 x 1ltr,£1.89,£12.49,20.0%,In Stock,Mi Wadi,Enjoy as part of a varied and balanced diet and a healthy lifestyle.,No
Soft Drinks,684579,106845796	,MI WADI NAS ORANGE,12 x 1ltr,£1.89,£12.49,20.0%,In Stock,Britvic Northern Ireland,Enjoy as part of a varied and balanced diet and a healthy lifestyle.,No
Soft Drinks,195530,5026791542203	,DEEP RIVERROCK SPARKLINGWATER BTL,24 x 500mls,£0.69,£6.49,20.0%,In Stock,Deep RiverRock,Deep RiverRock Refresh Sparkling Water 500ml,No
Soft Drinks,333632,5010102107618	,FRUIT SHOOT APPLE 4 PK,6 x 200mls,£1.49,£5.49,20.0%,In Stock,Robinsons,Fruit Shoot Apple Kids Juice Drink 4 x 200ml,No
Soft Drinks,241801,5010102105393	,FRUIT SHOOT NAS ORANGE 4PACK,6 x 200mls,£1.49,£5.49,20.0%,In Stock,Britvic Northern Ireland,"For more information visit www.fruitshoot.com/gb or follow @FruitShootGB on Facebook.Netmums recommended††When asked, 90 out of 100 Netmums recommended Fruit Shoot",No
Soft Drinks,431621,54491069	,SPRITE CONTOUR,24 x 500mls,£1.45,£14.49,20.0%,In Stock,Sprite,"A Chance to Win Prizes for your Chill SpaceCollect, Play on Coke App for chance to WIN (CHILL TIME PRIZES). ""ROI & NI 18+. Purchase & enter pin codeunder label in downloaded  Coke App.30.05-240722, Play games for a chance to win weekly Draw Prizes 2xTablet,4xSpeakers, 2xBeanbag Lounger, 3x Wearable blanket, 1xSmart lighting kit, 5x Wireless headphones,  10x LED strip light prizes available each week (draw dates in App). Not all prizes may be won. Max 42 entries to the Weekly draws in total 1 win/person/prize type. Mop Up draw for  1x Speaker 25.07-04.09.22 ExcL apply. Full T&Cs: sprite.ie/chilltime. Promoter: Coca-Cola Ireland",No
Soft Drinks,241799,5010102105416	,FRUIT SHOOT NAS APPLE & B/C 4 PACK,6 x 200mls,£1.49,£5.49,20.0%,In Stock,Robinsons,"For more information visit www.fruitshoot.com/gb or follow @FruitShootGB on Facebook.If they can dream it, they can win it...Whatever your kids are into, whatever their 'thing', they could win their dream version of it! And there are  loads of exciting family experiences to be won too.1. Dream  ItLet imaginations fly, get your kids to tell you their Biggest Dream Thing Ever!2. Scan ItScan the QR code and fly straight to the Dream Thing website to enter.3. Win ItInstantly  see if you've won. If not, you can try again up to twice a week. Good luck!Win Their Dream Thing****18+ UK & ROI. Promotional Period 8am to 8pm daily, 01.07.20 - 30.09.20. Mop up draw 07.10.20. 5 Dream Thing experiences (worth up to £5000)  & 100 runner-up family experiences available. NPN NI & ROI.  Internet access required. Max 2 entries per household per week only. 1 prize per household. Keep promotional pack/receipt. Parent/guardian scan QR code to enter on behalf of child  (aged 4-12 years only) and select dream category. 105 winning moment prizes randomly split across the promo period, winners notified instantly. Unclaimed winning moments reallocated in mop up draw. For entry, full terms & NPN NI & ROI details visit www.fruitshootforthemoon.co.uk",No
Soft Drinks,755864,5011020103591	,FRUICE JUICY ORANGE,24 x 250mls,£0.69,£6.99,20.0%,In Stock,Coca Cola HBC Northern Ireland,Fruice Juicy Orange Juice Drink with Added Vitamins 250ml,No
Soft Drinks,449600,40822938	,FANTA ORANGE BOTTLE,24 x 500mls,£1.45,£14.49,20.0%,In Stock,Fanta,Fanta Orange 500ml,No
Soft Drinks,435440,5011026008104	,CLUB ORANGE BOTTLE,24 x 500mls,£1.49,£18.69,20.0%,In Stock,Club,Club Orange Bottle 500ml,No
Soft Drinks,915537,5391521832788	,CLUB ZERO ORANGE,8X1.7LTR,£1.89,£9.29,20.0%,In Stock,Britvic Northern Ireland,Club Zero Orange Bottle 1.75L,No
Soft Drinks,555236,5449000131843	,COKE ZERO,8 x 2ltr,£2.69,£11.99,20.0%,In Stock,Coca-Cola,Coca-Cola Zero Sugar 2L,No
Soft Drinks,382631,5449000011527	,FANTA ORANGE CAN,24 x 330mls,£0.85,£9.49,20.0%,In Stock,Fanta,Fanta Orange 330ml,No
Soft Drinks,445242,5391521840394	,MIWADI ZERO ORANGE,12 x 1ltr,£1.69,£12.99,20.0%,In Stock,Britvic Northern Ireland,Enjoy as part of a varied and balanced diet and a healthy lifestyle.Supporting Diabetes™ IrelandGive Your Supportwww.diabetes.ie,No
Soft Drinks,445240,5391521840417	,MIWADI ZERO APPLE & BERRY,12 x 1ltr,£1.69,£12.99,20.0%,In Stock,Britvic Northern Ireland,Enjoy as part of a varied and balanced diet and a healthy lifestyle.Supporting Diabetes™ IrelandGive Your Support  www.diabetes.ie,No
Soft Drinks,445241,5391521840400	,MIWADI ZERO APPLE & PEAR,12 x 1ltr,£1.69,£12.99,20.0%,In Stock,Britvic Northern Ireland,Supporting Diabetes™ IrelandGive Your Support www.diabetes.ie,No
Soft Drinks,798086,5449000300935	,COCA ZERO CAFFEINE FREE,8 x 2ltr,£2.69,£11.99,20.0%,In Stock,Coca Cola HBC Northern Ireland,Coca-Cola Zero Sugar Zero Caffeine 2L,No
Soft Drinks,271853,5011026008173	,MI WADI ORANGE,12 x 1ltr,£1.89,£12.49,20.0%,In Stock,Mi Wadi,Enjoy as part of a varied and balanced diet and a healthy lifestyle.,No
Soft Drinks,766113,90446122	,RED BULL TROPICAL 1.35,12 x 250mls,£1.35,£8.49,20.0%,In Stock,Richmond Marketing NI Ltd,"Red Bull Energy Drink, Tropical Edition, PM £1.35, 250ml (12 Pack)",No
Soft Drinks,766112,90446153	,RED BULL COCONUT 1.35,12 x 250mls,£1.35,£8.49,20.0%,In Stock,Richmond Marketing NI Ltd,£1.35,No
Soft Drinks,178532,5060166695576	,MONSTER ENERGY ORIGINAL CAN 4 PACK,6 x 500mls,£3.99,£16.49,20.0%,In Stock,Monster,Monster Energy Original 4 x 500ml,No
Soft Drinks,915853,5054267011977	,LUCOZADE RASPBERRY 1.25,12 x 500mls,£1.25,£8.29,20.0%,In Stock,Suntory GB Ltd,Lucozade Sport Drink Raspberry 500ml PMP £1.25,No
Soft Drinks,664241,5449000004864	,SPRITE WITH SUGAR,8 x 2ltr,£1.69,£8.99,20.0%,In Stock,Sprite,"A Chance to Win Prizes for Your Chill SpaceCollect, Play on Coke App for chance to Win (Chill Time Prizes) *ROI &  NI 18+. Purchase & enter pin code under label in downloaded  Coke App. 30.05-2?07.22. Play games for a chance to win weekly Draw Prizes 2xTablet, 4xSpeakers, 2xBeanbag Lounger, 3x Wearable blanket,1xSmart lighting kit, 5x Wireless headphones, 10x LED strip light prizes available each week (draw dates in App. Not all prizes may be won. Max 42 entries to the Weekly draws in total 1 win/person/prize type. Mop Up draw for 1x Speaker 25.07- 04.09.22 Excl. apply. Full T&Cs: sprite.ie/chilltime.Promoter: Coca-Cola Ireland",No
Soft Drinks,915852,5054267011960	,LUCOZADE ORANGE SPORT 1.25,12 x 500mls,£1.25,£8.29,20.0%,In Stock,Suntory GB Ltd,Lucozade Sport Drink Orange 500ml PMP £1.25,No
Soft Drinks,786630,5060608749423	,BPM FOCUS 1.30,24 x 500mls,£1.30,£14.99,20.0%,In Stock,Coca Cola HBC Northern Ireland,NA,No
Soft Drinks,786661,5060608749362	,BPM SOUR TWIST 1.15,24 x 500mls,£1.15,£12.99,20.0%,In Stock,Coca Cola HBC Northern Ireland,NA,No
Soft Drinks,449610,90495724	,LILT BOTTLE,24 x 500mls,£1.45,£14.49,20.0%,In Stock,Lilt,Lilt Fruit Crush Pineapple & Grapefruit 500ml,No
Soft Drinks,769202,5060639127917	,MONSTER MANGO 4PK,6 x 500mls,£3.99,£16.49,20.0%,In Stock,Coca Cola HBC Northern Ireland,Monster Energy Juice Mango Loco 4 x 500ml,No
Soft Drinks,916265,5000112656879	,POWERADE 1.00,15 x 500mls,£1.00,£9.49,20.0%,In Stock,Coca Cola HBC Northern Ireland,NA,No
Soft Drinks,915635,5449000265173	,FANTA GRAPE ZERO,24 x 330mls,£0.85,£9.49,20.0%,In Stock,Coca Cola HBC Northern Ireland,NA,No
Soft Drinks,791624,40608136	,7UP CANS,24 x 330mls,£0.79,£7.99,20.0%,In Stock,Britvic Northern Ireland,7UP Lemon & Lime Can 330ml,No
Soft Drinks,548248,50107438	,BARRS IRN BRU,24 x 330mls,£0.75,£9.29,20.0%,In Stock,Barr,IRN-BRU Original 330ml,No
Soft Drinks,115728,87177749	,7UP FREE CANS,24 x 330mls,£0.79,£7.99,20.0%,In Stock,7UP,7UP Free Lemon & Lime Cans 24 x 330ml,No
Soft Drinks,554165,5000382102373	,BARRS IRN BRU XTRA,24 x 330mls,£0.75,£9.29,20.0%,In Stock,Tennant & Ruttle,IRN-BRU Xtra No Sugar 330ml Can,No
Soft Drinks,317714,9002490200381	,RED BULL SUGAR FREE CAN 4PK,6 x 250mls,£4.99,£17.99,20.0%,In Stock,Richmond Marketing NI Ltd,"Red Bull Energy Drink, Sugar Free, 250ml (4 Pack)",No
Soft Drinks,241793,9002490100490	,RED BULL ENERGY DRINK CAN 4 PACK,6 x 250mls,£5.99,£18.99,20.0%,In Stock,Richmond Marketing NI Ltd,"Red Bull Energy Drink, 250ml (4 Pack)",No
Soft Drinks,914851,5060639128129	,MONSTER ULTRA PARADISE 4PK,6 x 500mls,£3.99,£14.99,20.0%,In Stock,Coca Cola HBC Northern Ireland,Monster Ultra Paradise 4 x 500ml,No
Soft Drinks,436119,5391521830364	,CLUB ZERO ORANGE,24 x 500mls,£1.29,£15.99,20.0%,In Stock,Club,Club Zero Orange Bottle 500ml,No
Soft Drinks,779743,90446894	,RED BULL CACTUS 1.35,12 x 250mls,£1.35,£8.49,20.0%,In Stock,Richmond Marketing NI Ltd,"A varied and balanced diet and a healthy lifestyle are recommended.Red Bull, Redbull, Redbull, Red Bull, Energy Drinks, Energy Drink, Soft, Softs, Sugar, Drink, Mixers, Mixer, Sugar Free, Edition, Editions",No
Soft Drinks,407887,5449000109613	,SPRITE NO SUGAR,24 x 500mls,£1.45,£14.49,20.0%,In Stock,Sprite,Discover more: sweetcomeswithsour.sprite.com,No
Soft Drinks,916416,539152183330	,CLUB ROCK SHANDY,24 x 500mls,£1.39,£15.99,20.0%,In Stock,Britvic Northern Ireland,Club Rock Shandy Bottle 24 x 500ml,No
Soft Drinks,195540,54492493	,FANTA LEMON CONTOUR,24 x 500mls,£1.45,£14.49,20.0%,In Stock,Fanta,Fanta Lemon 500ml,No
Soft Drinks,916415,5391521833211	,CLUB LEMON,24 x 500mls,£1.39,£15.99,20.0%,In Stock,Britvic Northern Ireland,Club Lemon Bottle 24 x 500ml,No
Soft Drinks,916079,5449000307859	,FANTA ZERO WTF,24 x 500mls,£1.45,£14.49,20.0%,In Stock,Coca Cola HBC Northern Ireland,Fanta Zero Sugar What The Fanta 500ml,No
Soft Drinks,695636,5391521831682	,CLUB ZERO LEMON#,24 x 500mls,£1.29,£15.99,20.0%,In Stock,Britvic Northern Ireland,Club Zero Lemon Bottle 500ml,No
Soft Drinks,516923,5449000106704	,SPRITE NO SUGAR CAN,24 x 330mls,£0.85,£9.49,20.0%,In Stock,Coca Cola HBC Northern Ireland,Discover More: sweetcomeswithsour.sprite.com,No
Soft Drinks,392626,5449000014535	,SPRITE CANS,24 x 330mls,£0.85,£9.49,20.0%,In Stock,Sprite,"A Chance to Win Prizes for your Chill SpaceCollect, Play on Coke App for chance to Win (Chill Time Prizes). ROI &  NI 18+. Purchase & enter pin code under ring pull in downloaded Coke App. 30.05-24.07.22. Play games for a chance to win weekly Draw Prizes 2xTablet, 4xSpeakers, 2xBeanbag Lounger, 3x Wearable blanket, 1xSmart lighting kit, 5x Wireless headphones, 10x LED strip light prizes available each week (draw dates in App). Not all prizes may be won. Max 42 entries to the Weekly draws in total. 1 win/person/prize type. Mop Up  draw for 1x Speaker 25.07-04.09.22 Excl. apply. Full T&Cs: sprite.ie/chilltime.Promoter: Coca-Cola Ireland",No
Soft Drinks,176391,5011026701791	,BALLYGOWAN SPORT 11+4FREE,15 x 750mls,£0.89,£7.29,20.0%,In Stock,Ballygowan,Water subjected to an authorised ozone-enriched air oxidation technique.,No
Soft Drinks,303248,40608006	,PEPSI COLA CANS,24 x 330mls,£0.99,£9.99,20.0%,In Stock,Pepsi,Pepsi Cola Cans 24 x 330ml,No
Soft Drinks,115080,5026791543507	,RIVER ROCK 15/12 SPORT,15 x 750mls,£0.89,£6.69,20.0%,In Stock,Deep RiverRock,Deep RiverRock Hydrate Still Water 750ml,No
Soft Drinks,195520,5026791543002	,DEEP RIVERROCK STILL WATER BOTTLE,24 x 500mls,£0.69,£6.49,20.0%,In Stock,Deep RiverRock,Deep RiverRock Refresh Still Water 500ml,No
Soft Drinks,303438,40608143	,PEPSI DIET CANS,24 x 330mls,£0.79,£7.99,20.0%,In Stock,Pepsi,Diet Pepsi Cola Can 330ml,No
Soft Drinks,303488,87171211	,PEPSI MAX CANS,24 x 330mls,£0.79,£7.99,20.0%,In Stock,Britvic Northern Ireland,Pepsi Max Sugar Free Cola Cans 24 x 330ml,No
Soft Drinks,555103,5099618911056	,TIPPERARY 10PK KIDZ WATER,3X250MLS,£3.49,£4.99,20.0%,In Stock,Tipperary,A portion of the proceeds from this pack goes to the Irish Society for the Prevention of Cruelty to ChildrenISPCC  Childline 1800 66 66 66childline.ie,No
Soft Drinks,547528,4199005001	,BALLYGOWAN STILL,24 x 500mls,£0.75,£6.99,20.0%,In Stock,Britvic Northern Ireland,Ballygowan Still Natural Mineral Water 500ml,No
Soft Drinks,555109,5099618915924	,TIPPERARY 10PK FRUIT BLAST WATER,3X250MLS,£3.49,£4.99,20.0%,In Stock,TENNENTS NI LTD,A portion of the proceeds from this pack goes to the Irish Society for the Prevention of Cruelty to ChildrenISPCC  Childline 1800 66 66 66childline.ie,No
Soft Drinks,764342,5099618118844	,TIPPERARY LEMON&LIME,12 x 500mls,£0.89,£4.99,20.0%,In Stock,TENNENTS NI LTD,Tipperary Lemon & Lime Sparkling Flavoured Water 500ml,No
Soft Drinks,684971,5026791562454	,RIVER ROCK LEMON & LIME,15 x 500mls,£0.89,£6.69,20.0%,In Stock,Deep RiverRock,Deep RiverRock Lemon & Lime Sparkling Water Drink 500ml,No
Soft Drinks,684970,5026791562584	,RIVER ROCK FOREST FRUITS,15 x 500mls,£0.89,£6.69,20.0%,In Stock,Deep RiverRock,Deep RiverRock Forest Fruits Sparkling Water Drink 500ml,No
Soft Drinks,535534,5019547001109	,SPARKLING ICE KIWI STRAWBERRY,12 x 500mls,£1.19,£7.49,20.0%,In Stock,Richmond Marketing NI Ltd,Sparkling Ice Kiwi Strawberry Flavoured Sparkling Water 500ml,No
Soft Drinks,915861,5054267012202	,RIBENA CHERRY/APPLE 1.19,12 x 500mls,£1.19,£7.99,20.0%,In Stock,Suntory GB Ltd,Ribena Cherry Twist 500ml PMP £1.19,No
Soft Drinks,915862,5054267012134	,RIBENA MANGO/LIME 1.19,12 x 500mls,£1.19,£7.99,20.0%,In Stock,Suntory GB Ltd,Ribena Mango and Lime Juice Drink No Added Sugar 500ml PMP £1.19,No
Soft Drinks,915864,5054267012158	,RIBENA RASPBERRY 1.19,12 x 500mls,£1.19,£7.99,20.0%,In Stock,Suntory GB Ltd,Ribena Raspberry Juice Drink 500ml £1.19,No
Soft Drinks,915863,5054267012127	,RIBENA P/APP P/FRUIT 1.19,12 x 500mls,£1.19,£7.99,20.0%,In Stock,Suntory GB Ltd,Ribena Pineapple & Passionfruit Fruit Juice Drink No Added Sugar 500ml PMP £1.19,No
Soft Drinks,915860,5054267012097	,RIBENA BLACKCURRANT 1.19,12 x 500mls,£1.19,£7.99,20.0%,In Stock,Suntory GB Ltd,Ribena Blackcurrant Juice Drink 500ml PMP £1.19,No
Soft Drinks,779471,5000382018452	,SIMPLY FRUITY ORANGE,12 x 330mls,£0.69,£3.99,20.0%,In Stock,Tennant & Ruttle,Simply Fruity Orange 330ml,No
Soft Drinks,779470,5000382018438	,SIMPLY FRUITY APPLE & BLACKCURRANT,12 x 330mls,£0.69,£3.99,20.0%,In Stock,Tennant & Ruttle,Simply Fruity Blackcurrant & Apple 330ml,No
Soft Drinks,665346,5391521831057	,CLUB ORANGE BOTTLE,8X1.75LTR,£2.29,£13.29,20.0%,In Stock,Britvic Northern Ireland,Club Orange Bottle 1.75L,No
Soft Drinks,779469,5000382018414	,SIMPLY FRUITY APPLE,12 x 330mls,£0.69,£3.99,20.0%,In Stock,Tennant & Ruttle,Simply Fruity Apple 330ml,No
Soft Drinks,616016,5011026348897	,PEPSI MAX,12 x 1.25ltr,£1.29,£9.99,20.0%,In Stock,Pepsi,Pepsi Max Sugar Free Cola Bottle 1.25L,No
