Category,Product Code,EAN Code,Product Name,Product Size,RRP,Price,VAT,Stock Service,Brand,Description,On Promo
Alcohol & Tobacco,712717,9300727006837	,JACOBS CREEK GRENACHE SHIRAZ,NA,NA,NA,20.0%,Out of Stock,Jacob's Creek,NA,No
Alcohol & Tobacco,708826,9300727406538	,JACOBS CREEK CHARDONNAY,NA,NA,NA,20.0%,Out of Stock,Jacob's Creek,Jacob's Creek Chardonnay White Wine 75cl,No
Retail Grocery,723498,4002359648267	,DOLMIO P/BAKE CARBONARA,6 x 480grm,£1.39,£5.99,0.0%,In Stock,Dolmio,For healthy recipe inspiration visit dolmio.comIt is important to eat a varied and balanced diet and maintain a healthy lifestyle.,No
Retail Grocery,718705,4002359634925	,DOLMIO INTENSE SPICY CHILLI,6 x 500grm,£1.39,£5.99,0.0%,In Stock,Dolmio,It's important to eat a varied and balanced diet and maintain a healthy lifestyle.For healthy recipe inspiration visit dolmio.com,No
Retail Grocery,701908,4002359634727	,DOLMIO CHUNKY MUSHROOMS,6 x 500grm,£1.39,£5.99,0.0%,In Stock,Dolmio,It's important to eat a varied and balanced diet and maintain a healthy lifestyle.For healthy recipe inspiration visit dolmio.com,No
Retail Grocery,428526,4002359670848	,DOLMIO SMOOTH BOLOGNESE,6 x 500grm,£1.39,£5.99,0.0%,In Stock,Dolmio,It's important to eat a varied and balanced diet and maintain a healthy lifestyle.For healthy recipe inspiration visit dolmio.com,No
Retail Grocery,424440,4002359634826	,DOLMIO INTENSE ONION&GARLIC,6 x 500grm,£1.39,£5.99,0.0%,In Stock,Dolmio,It's important to eat a varied and balanced diet and maintain a healthy lifestyle.For healthy recipe inspiration visit dolmio.com,No
Retail Grocery,755005,5098732006747	,MCDONNELLS GLUTEN FREE CURRY SAUCE,12 x 50grm,£1.09,£9.99,0.0%,In Stock,Boyne Valley Foods Limited,McDonnells,No
Retail Grocery,419494,4002359664359	,DOLMIO MEATBALL TOMATO AND BASIL,6 x 500grm,£1.39,£5.99,0.0%,In Stock,Dolmio,For healthy recipe inspiration visit dolmio.com,No
Retail Grocery,348064,4002359630330	,DOLMIO P/BAKE CREAMY TOMATO,6 x 500grm,£1.39,£5.99,0.0%,In Stock,Dolmio,For healthy recipe inspiration visit dolmio.com,No
Retail Grocery,915962,5000354921711	,OXO CHICKEN 1.85,24 x 71grm,£1.85,£25.99,0.0%,In Stock,Premier Foods UK Ltd,OXO 12 Chicken Stock Cubes 71g,No
Retail Grocery,690172,5098732005160	,MCDONNELLS SLIMMERS CURRY SAUCE,12 x 200grm,£2.99,£26.99,0.0%,In Stock,Boyne Valley Foods Limited,McDonnells Slimmers Curry Sauce 200g,No
Retail Grocery,114798,4002359634420	,DOLMIO BOLOGNESE SAUCE ORIGINAL,6 x 500grm,£1.39,£5.99,0.0%,In Stock,Dolmio,It's important to eat a varied and balanced diet and maintain a healthy lifestyle.For healthy recipe inspiration visit dolmio.com,No
Retail Grocery,771450,5000157142405	,HEINZ VEGETABLE POT SOUP,4X355GRM,£1.29,£3.79,0.0%,In Stock,H.J.Heinz,Heinz Vegetable Pot Soup 355g,No
Retail Grocery,771443,5000157143273	,HEINZ CHICKEN POT SOUP,4X355GRM,£1.29,£3.79,0.0%,In Stock,H.J.Heinz,"The delicious taste of Heinz Soup: now ready at the touch of a button. Ping!With tender tasty chicken, this great  tasting soup is made for you when you're looking for a quick delicious lunch. All you need is a microwave, a spoon and a few minutes. Simply heat in the pot, serve and enjoy! Love  our Heinz Chicken Pot Soup as much as we do? Try the rest of our Pot Soup range, including: Cream of Tomato, Cream of Mushroom and Vegetable.",No
Retail Grocery,771446,5000157142399	,HEINZ TOMATO POT SOUP,4X355GRM,£1.29,£3.79,0.0%,In Stock,H.J.Heinz,Heinz Cream of Tomato Pot Soup 355g,No
Retail Grocery,651310,8722700043119	,KNORR MINESTRONE SOUP,9X62GRM,£0.69,£4.69,0.0%,In Stock,Knorr,Knorr Minestrone Dry Packet Soup 62g,No
Retail Grocery,165964,5000184162063	,KNORR SOUP CHICKEN & LEEK,12 x 54grm,£0.69,£6.29,0.0%,In Stock,Unilever Ireland (Retail),Knorr Chicken and Leek Dry Packet Soup 60g,No
Retail Grocery,165962,8712566247905	,KNORR SOUP CHICKEN NOODLE,12X51GRM,£0.69,£6.29,0.0%,In Stock,Knorr,Knorr Super Chicken Noodle Soup Mix 51 g,No
Retail Grocery,743826,5000157074836	,HEINZ CHICKEN CUP SOUP,6X76GRM,£1.19,£4.99,0.0%,In Stock,Heinz,"A mugful of delicious Heinz Soup: ready in an instant.Get stuck into wonderfully silky chicken comfort  without the discomfort of cooking from scratch. With absolutely no artificial preservatives or colours, our delicious Cream of Chicken dry soup comes in a convenient sachet - perfect for when you want your favourite soup, in an instant. Love our Heinz Chicken Cup Soup as much as we do? Try the rest of our Cup Soup range, including: Cream of Tomato, Vegetable and Cream of Mushroom.",No
Retail Grocery,743822,5000157074829	,HEINZ TOMATO CUP SOUP,6X88GRM,£1.19,£4.99,0.0%,In Stock,Heinz,"A mugful of delicious Heinz Soup: ready in an instant.Take rich, tomatoey satisfaction with you wherever you go  then tuck in whenever you fancy. With absolutely no artificial preservatives or colours, our delicious Cream of Tomato dry soup comes in a convenient sachet - perfect for when you want your favourite soup, in an instant. Love our Heinz Tomato Cup Soup as much as we do? Try the rest of our Cup Soup range, including: Cream of Chicken, Vegetable and Cream of Mushroom.",No
Retail Grocery,285993,4002359644702	,DOLMIO LASAGNE CREAMY SAUCE,6 x 470grm,£1.39,£5.99,0.0%,In Stock,Dolmio,Enjoy this indulgent meal as part of a balanced weekly diet. For healthy recipe inspiration visit dolmio.com,No
Retail Grocery,792490,5010034011557	,BENS SAVOURY CHICKEN MICRO RICE,6 x 250grm,£1.29,£5.39,0.0%,In Stock,Mars Food UK Ltd,Visit BensOriginal.co.uk or BensOriginal.ie to find out more.This rice helps you create a delicious and wholesome  meal that can be enjoyed any day of the week. Discover more  on our websiteThe rice in this pouch has been grown as part  of our sustainability programme. Visit bensoriginal.co.uk to find out more about our commitments.,No
Retail Grocery,792478,5010034011519	,BENS MEXICAN MICRO RICE,6 x 250grm,£1.29,£5.39,0.0%,In Stock,Mars Food UK Ltd,Visit BensOriginal.co.uk or BensOriginal.ie to find out moreThe rice in this pouch has been grown as part of our sustainability programme. Visit bensoriginal.co.uk to find out more about our commitments.Discover more on our website,No
Retail Grocery,915294,4002359016776	,DOLMIO ONION&GARLIC 1.99,6 x 500grm,£1.99,£5.99,0.0%,In Stock,Mars Food UK Ltd,It's important to eat a varied and balanced diet and maintain a healthy lifestyle.Why not serve with a side salad  or your favourite veg. For healthy recipe inspiration visit  dolmio.com,No
Retail Grocery,792475,5010034011410	,BENS EGG FRIED MICRO RICE,6 x 250grm,£1.29,£5.39,0.0%,In Stock,Mars Food UK Ltd,Visit BensOriginal.co.uk or BensOriginal.ie to find out more.This rice helps you create a delicious and wholesome  meal that can be enjoyed any day of the week.Discover more on our websiteThe rice in this pouch has been grown as part of our sustainability programme. Visit bensoriginal.co.ukto find out more about our commitments.,No
Retail Grocery,792476,5010034011526	,BENS GOLDEN VEG MICRO RICE,6 x 250grm,£1.29,£5.39,0.0%,In Stock,Mars Food UK Ltd,"Visit BensOriginal.co.uk or BensOriginal.ie to find out more.Discover more on our websiteWe're working hard to ensure that 100% of our packaging is recyclable, reusable or compostable by 2025. The rice in this pouch has been grown as  part of our sustainability programme. Visit bensoriginal.co.uk to find out more about our commitments.",No
Retail Grocery,792474,5010034011656	,BENS BASMATI MICRO RICE,6 x 250grm,£1.29,£5.39,0.0%,In Stock,Mars Food UK Ltd,Visit BensOriginal.co.uk or BensOriginal.ie to find out more.Discover more on our websiteThe rice in this pouch has been grown as part of our sustainability programme. Visit  bensoriginal.co.uk to find out more about our commitments.,No
Retail Grocery,792477,501034011618	,BENS LONG GRAIN MICRO RICE,6 x 250grm,£1.29,£5.39,0.0%,In Stock,Mars Food UK Ltd,NA,No
Retail Grocery,113927,5011157888101	,TILDA STEAMED BASMATI,6 x 250grm,£1.29,£5.59,0.0%,In Stock,GM Marketing,Visit tilda.com to find out where our delicious Basmati comes from and for recipe inspiration or contact us via feedback@tilda.com,No
Retail Grocery,915823,5014776003597	,JACOBS GOLD COFFEE,6 x 100grm,£2.00,£9.29,0.0%,In Stock,United Biscuits Foods Division,NA,No
Retail Grocery,792489,5010034011625	,BENS PILAU MICRO RICE,6 x 250grm,£1.29,£5.39,0.0%,In Stock,Mars Food UK Ltd,Visit BensOriginal.co.uk or BensOriginal.ie to find out more.Discover more on our websiteThe rice in this pouch has been grown as part of our sustainability programme. Visit  bensooriginal.co.uk to find out more about our commitments.,No
Retail Grocery,771445,5000157143310	,HEINZ MUSHROOM POT SOUP,NA,NA,NA,0.0%,Out of Stock,H.J.Heinz,"The delicious taste of Heinz Soup: now ready at the touch of a button. Ping!With a blend of glorious mushrooms, this great tasting soup is made for you when you're looking for a quick delicious lunch. All you need is a microwave, a spoon and a few minutes. Simply heat in the pot, serve and enjoy! Love our Heinz Mushroom Pot Soup as much as we do? Try the rest of our Pot Soup range, including: Cream of Tomato, Cream of Chicken and Vegetable.",No
Retail Grocery,113926,5011157888132	,TILDA STEAMED BROWN RICE,6 x 250grm,£1.29,£5.59,0.0%,In Stock,Tilda,Visit www.tilda.com for more information on our range  and for tasty recipe inspiration!,No
Retail Grocery,113923,5011157888125	,TILDA STEAMED EGG FRIED RICE,6 x 250grm,£1.29,£5.59,0.0%,In Stock,GM Marketing,Visit www.tilda.com for more information on our range  and for tasty recipe inspiration!,No
Retail Grocery,915293,4002359016721	,DOLMIO BOLOGNESE 1.99,6 x 500grm,£1.99,£5.99,0.0%,In Stock,Mars Food UK Ltd,"It's important to eat a varied and balanced diet and maintain a healthy lifestyle.Why not try adding your family's favourite veg, or even carrot or chilli to spice things up? For healthy recipe inspiration visit dolmio.com",No
Retail Grocery,252904,50354092	,HARTLEYS BEST BLACKCURRANT,6 x 340grm,£2.00,£8.69,0.0%,In Stock,Hartley's,Hartley's Blackcurrant 340g,No
Retail Grocery,252906,50354061	,HARTLEYS BEST STRAWBERRY,6 x 340grm,£1.79,£8.19,0.0%,In Stock,Hartley's,Best of visit www.hartleysfruit.co.uk,No
Retail Grocery,252905,50354078	,HARTLEYS BEST S/LESS RASPBERRY,6 x 340grm,£2.29,£10.49,0.0%,In Stock,Hartley's,Hartley's Raspberry Seedless 340g,No
Retail Grocery,252902,50354108	,HARTLEYS BEST RASPBERRY,6 x 340grm,£2.49,£10.79,0.0%,In Stock,Hartley's,Visit www.hartleysfruit.co.uk,No
Retail Grocery,792530,5010034011540	,BENS WHOLEGRAIN MICRO RICE,6 x 250grm,£1.29,£5.39,0.0%,In Stock,Mars Food UK Ltd,Visit BensOriginal.co.uk or BensOriginal.ie to find out more.Discover more on our websiteThe rice in this pouch has been grown as part of our sustainability programme. Visit  bensoriginal.co.uk to find out more about our commitments.,No
Retail Grocery,113928,5011157888156	,TILDA STEAMED PILAU RICE,6 x 250grm,£1.29,£5.59,0.0%,In Stock,Tilda,Visit www.tilda.com for more information on our range  and for tasty recipe inspiration!,No
Retail Grocery,792529,5010034011588	,BENS THAI SWEET CHILLI MICRO RICE,6 x 250grm,£1.29,£5.39,0.0%,In Stock,Mars Food UK Ltd,Visit BensOriginal.co.uk or BensOriginal.ie to find out more.Discover more on our websiteThe rice in this pouch has been grown as part of our sustainability programme. Visit  bensoriginal.co.uk to find out more about our commitments.,No
Retail Grocery,915292,4002359016783	,DOLMIO TOMATO 1.99 LASAGNE,6 x 500grm,£1.99,£5.99,0.0%,In Stock,Mars Food UK Ltd,For healthy recipe inspiration visit dolmio.com,No
Frozen Goods,728677,5000116101580	,B/E 100% CHICKEN DIPPERS,NA,NA,NA,0.0%,Out of Stock,Birds Eye,For a Sustainable TomorrowMaking a difference with responsibly sourced and prepared food every daybirdseye.co.uk/our-sustainable-path,No
Retail Grocery,792510,5010034011595	,BENS SPICY MEXICAN MICRORICE,6 x 250grm,£1.29,£5.39,0.0%,In Stock,Mars Food UK Ltd,"Discover Ben's Original™When we started out we had one goal: to bring you the world's best rice. Now, we also want to make a better world.Today, Ben's Original™ is supporting underserved communities to offer everyone a seat at the table. And our rice? It's still as delicious as ever.Visit BensOriginal.co.uk or BensOriginal.ie to find out more.Discover  more on our websiteVisit bensoriginal.co.uk to find out more about our commitments.We're working hard to ensure that 100% of our packaging is recyclable, reusable or compostable by 2025. The rice in this pouch has been grown as part of our  sustainability programme.",No
Retail Grocery,481015,5000354168130	,HARTLEYS STRAWBERRY SQUEEZY JAM,6 x 340grm,£1.69,£8.19,0.0%,In Stock,Jaymark,Hartley's Smooth Strawberry Jam 340g,No
Frozen Goods,775896,5011003000176	,G/F THIN MEATFEAST PIZZA,NA,NA,NA,0.0%,Out of Stock,Musgrave Retail Partners,For a Sustainable TomorrowMaking a Difference with Responsibly Sourced and Prepared Food Every Daygoodfellaspizzas.com/our-sustainable-path,No
Frozen Goods,112772,1122112222	,GOODFELLAS THIN PEPPERONI PIZZA,NA,NA,NA,0.0%,Out of Stock,Musgrave Retail Partners,For a Sustainable TomorrowMaking a difference with responsibly sourced and prepared food every daygoodfellaspizzas.com/our-sustainable-path,No
Frozen Goods,757919,5000116111190	,B/EYE BEEF Q/POUNDER 2.99,NA,NA,NA,0.0%,Out of Stock,Musgrave Retail Partners,For a Sustainable TomorrowMaking a Difference with Responsibly Sourced and Prepared Food Every Daybirdseye.co.uk/our-sustainable-path,No
Retail Grocery,915291,4002359016769	,DOLMIO CREAMY 1.99 LASAGNE,6 x 470grm,£1.99,£5.99,0.0%,In Stock,Mars Food UK Ltd,For healthy recipe inspiration visit dolmio.com,No
Frozen Goods,554542,5411361011164	,ARDO HALF CORN ON COB FROZEN,1 x 2.5kgm,NA,£5.95,0.0%,In Stock,Ardovries Shearway Ltd,NA,No
Frozen Goods,697615,8717154061109	,AVOCADO SLICES,12 x 500grm,NA,£41.88,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Frozen Goods,696879,8717154061109	,AVOCADO SLICES,1 x 500grm,NA,£3.49,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Frozen Goods,751373,5391533070222	,SEAFEAST ARGENTINA SHRIMP,1 x 1kgm,NA,£12.99,0.0%,In Stock,Pan Euro Foods,Seafeast Argentine Wild Red Shrimp 1kg,No
Frozen Goods,697309,5010069654583	,M/P FRZ CKN WING DRUMMETTE IQF,NA,NA,NA,0.0%,Out of Stock,NEIL MCMULLAN LTD,Moy Park Frozen Chicken Drumettes 1kg,No
Frozen Goods,756314,5391528180073	,S/ROOTS O/BAKE S/POTATO FRIES,NA,NA,NA,0.0%,Out of Stock,Musgrave Retail Partners,"Find us on Instagram, Facebook, Twitter and YouTube",No
Frozen Goods,175972,5000116107810	,B/E POTATO WAFFLES,NA,NA,NA,0.0%,Out of Stock,Birds Eye,For a Sustainable TomorrowMaking a difference with responsibly sourced and prepared food every daybirdseye.co.uk/our-sustainable-path,No
Frozen Goods,614811,5391520181160	,G/ISLE STEAKHOUSE FRIES,NA,NA,NA,0.0%,Out of Stock,Green Isle,Green Isle Steak Cut Frying Chips 1.5kg,No
Frozen Goods,614841,5391520181160	,G/ISLE STEAKHOUSE FRIES,NA,NA,NA,0.0%,Out of Stock,Green Isle,Green Isle Steak Cut Frying Chips 1.5kg,No
Frozen Goods,175971,5000116107810	,B/E POTATO WAFFLES,NA,NA,NA,0.0%,Out of Stock,Birds Eye,For a Sustainable TomorrowMaking a difference with responsibly sourced and prepared food every daybirdseye.co.uk/our-sustainable-path,No
Frozen Goods,554541,5411361011164	,ARDO HALF CORN ON COB FROZEN,2 x 2.5kgm,NA,£11.39,0.0%,In Stock,Ardovries Shearway Ltd,NA,No
Frozen Goods,751372,5391533070222	,SEAFEAST ARGENTINA SHRIMP,10 x 1kgm,NA,£129.90,0.0%,In Stock,Pan Euro Foods,Seafeast Argentine Wild Red Shrimp 1kg,No
Frozen Goods,697299,5010069654583	,M/P FRZ CKN WING DRUMMETTE IQF,NA,NA,NA,0.0%,Out of Stock,NEIL MCMULLAN LTD,Moy Park Frozen Chicken Drumettes 1kg,No
Frozen Goods,793056,5411658012928	,BLANCHED P/APPLE CUT SQUID 4-6CM,1 x 800grm,NA,£5.75,0.0%,In Stock,Pan Euro Foods,NA,No
Frozen Goods,699221,8711327318366	,CORNETTO 6PK STRAWBERRY,NA,NA,NA,20.0%,Out of Stock,Musgrave Retail Partners,Cornetto Strawberry Ice cream cone 6 x 90 ml,No
Frozen Goods,699222,8711327318366	,CORNETTO 6PK STRAWBERRY,NA,NA,NA,20.0%,Out of Stock,Musgrave Retail Partners,Cornetto Strawberry Ice cream cone 6 x 90 ml,No
Frozen Goods,699182,8711327318373	,CORNETTO 6PK CLASSICO,NA,NA,NA,20.0%,Out of Stock,Musgrave Retail Partners,Cornetto Classico Ice cream cone 6 x 90 ml,No
Frozen Goods,729987,5000116101580	,B/E 100% CHICKEN DIPPERS,NA,NA,NA,0.0%,Out of Stock,Birds Eye,For a Sustainable TomorrowMaking a difference with responsibly sourced and prepared food every daybirdseye.co.uk/our-sustainable-path,No
Frozen Goods,793040,5411658012928	,BLANCHED P/APPLE CUT SQUID 4-6CM,12 x 800grm,NA,£67.09,0.0%,In Stock,Pan Euro Foods,NA,No
Fresh & Chilled Goods,501763,208011500000	,MCATAMNEY PORK SHLD BONELESS,1XKGM,NA,£4.49,0.0%,In Stock,K&G McAtamney Ltd,NA,No
Fresh & Chilled Goods,448056,280102000000	,MCATAMNEY PORK BELLY,1XKGM,NA,£4.85,0.0%,In Stock,K&G McAtamney Ltd,NA,No
Alcohol & Tobacco,312782,85200000272	,SUTTER HOME SAUVIGNON BLANC,12 x 750mls,£6.68,£54.99,20.0%,In Stock,Dillon Bass Ltd,Sutter Home Sauvignon Blanc 750ml,No
Fresh & Chilled Goods,755217,177860141190	,ROBS PULLED HAM HOCK,1 x 800grm,NA,£5.15,0.0%,In Stock,Robinson Ltd Fred,NA,No
Fresh & Chilled Goods,535994,5099839627842	,M/E PULLED CHICKEN TIKKA,1 x 750grm,NA,£6.75,0.0%,In Stock,MCCAUGHEY FOODS,Musgrave Excellence Pulled Chicken Tikka 750g,No
Fresh & Chilled Goods,535993,5099839627842	,M/E PULLED CHICKEN TIKKA,8 x 750grm,NA,£53.79,0.0%,In Stock,MCCAUGHEY FOODS,Musgrave Excellence Pulled Chicken Tikka 750g,No
Frozen Goods,699219,8711327318373	,CORNETTO 6PK CLASSICO,NA,NA,NA,20.0%,Out of Stock,Musgrave Retail Partners,Cornetto Classico Ice cream cone 6 x 90 ml,No
Fresh & Chilled Goods,413935,5099530003211	,GERMAN SALAMI CO. HOT DOG 3OZ/80G,1 x 800grm,NA,£2.89,0.0%,In Stock,Unbranded,German Salami Co Hotdog,No
Fresh & Chilled Goods,528332,5391505397067	,MCCAUGHEY PULLED CHICKENFILLET,1 x 500grm,NA,£4.59,0.0%,In Stock,MCCAUGHEY FOODS,McCaughey Foods Pulled Chicken Fillet 0.500kg,No
Fresh & Chilled Goods,528330,5391505397067	,MCCAUGHEY PULLED CHICKENFILLET,6 x 500grm,NA,£27.05,0.0%,In Stock,MCCAUGHEY FOODS,McCaughey Foods Pulled Chicken Fillet 0.500kg,No
Fresh & Chilled Goods,916086,5018222002752	,MINI MILLAR MOO CHOCOLATE 6PK,5X200MLS,£2.49,£8.55,0.0%,In Stock,Clarke Millar Foods,NA,No
