Category,Product Code,EAN Code,Product Name,Product Size,RRP,Price,VAT,Stock Service,Brand,Description,On Promo
"Household, Cleaning & Pet Care",794839,5029053578231	,ANDREX,NA,NA,NA,20.0%,Out of Stock,Kimberley Clark Ltd,Find your feeling of clean at www.andrex.co.uk,No
Catering Dry Goods,663732,8718114963952	,KNORR LEEK+POT 200 PTN SOUP,1 x 200,NA,£14.79,0.0%,In Stock,Knorr,Explore more at ufs.com/knorrprofessional,No
"Household, Cleaning & Pet Care",760792,3065890145207	,WHISKAS 1+PD FISH 4.25,NA,NA,NA,20.0%,Out of Stock,Mars Pet Care UK Ltd,Whiskas Pure Delight Cat Food Pouches,No
"Household, Cleaning & Pet Care",760791,5900951282591	,WHISKAS 7+PD POULTRY 4.25,NA,NA,NA,20.0%,Out of Stock,Mars Pet Care UK Ltd,Whiskas Pure Delight Senior Cat Food Pouches Poultry in Jelly 12 x 85g £4.25,No
Catering Dry Goods,124154,7613033694134	,NESCAFE ORIGINAL STICK PACK,1 x 360grm,NA,£14.99,0.0%,In Stock,Nescafé,Find out more about our products at https://www.nestleprofessional.co.uk/Or follow us on Facebook https://www.facebook.com/NestleProfessionalUK/YouTube https://www.youtube.com/c/nestleprofessionalukTwitter https://twitter.com/nestleprouk Instagramhttps://www.instagram.com/nestleprouk/,No
Frozen Goods,761777,5397199000061	,GREENISLE MIXED BERRIES FROZEN,1 x 375grm,£1.75,£1.45,0.0%,In Stock,Musgrave Retail Partners,For delicious recipe ideas visit www.greenisle.ie/recipesFind us on Facebook,No
Catering Dry Goods,124152,7613033694165	,NESCAFE GOLD BLEND STICKPACK,1 x 360grm,NA,£17.05,0.0%,In Stock,Nescafé,https://www.nestleprofessional.co.uk/sachets/nescafe-gold-blend-200-1-8g,No
Catering Dry Goods,124151,7613033694141	,NESCAFE GOLD BLEND DECAFSTICK,1 x 360grm,NA,£17.35,0.0%,In Stock,Nescafé,https://www.nestleprofessional.co.uk/sachets/nescafe-gold-blend-decaff-200-1-8g,No
Catering Dry Goods,124153,7613033694158	,NESCAFE DECAF STICK,1 x 360grm,NA,£15.69,0.0%,In Stock,Nescafé,Join us at facebook.com/NescafeUKFollow us on Twitter  @nescafeukiCheck out our YouTube Channel at Youtube.com/user/UKNescafeVisit nescafe.co.uk/original,No
Fresh & Chilled Goods,798194,5391536660574	,PLANT IT VEGAN SPINACH AVOCADO BURG,1 x 227grm,NA,£2.95,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Catering Dry Goods,663728,8718114964003	,KNORR TOMATO 200 PTN SOUP,NA,NA,NA,0.0%,Out of Stock,Knorr,Explore more at ufs.com/knorrprofessional,No
Fresh & Chilled Goods,798193,5391536660574	,PLANT IT VEGAN SPINACH AVOCADO BURG,12 x 227grm,NA,£32.99,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Fresh & Chilled Goods,914859,5391536660536	,PLANT IT VEGAN BREADED GOUJONS,5 x 1kgm,NA,£59.95,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Frozen Goods,764482,8711327386334	,B&J NETFLIX & CHILLED,1X465MLS,£4.72,£2.39,20.0%,In Stock,Musgrave Retail Partners,Ben & Jerry's Netflix & Chilll'd Ice Cream 465 ml,No
Catering Dry Goods,660637,8718114963914	,KNORR THICK VEG SOUP 200PTN,NA,NA,NA,0.0%,Out of Stock,Knorr,Explore more at ufs.com/knorrprofessional,No
Frozen Goods,764481,8711327386334	,B&J NETFLIX & CHILLED,8X465MLS,£4.72,£18.99,20.0%,In Stock,Musgrave Retail Partners,Ben & Jerry's Netflix & Chilll'd Ice Cream 465 ml,No
Catering Dry Goods,661683,8718114995762	,KNORR MEAT GRAVY,NA,NA,NA,0.0%,Out of Stock,Knorr,"Here to inspire chefs with new possibilities through diverse ingredients, techniques and dish ideas. Explore more  at ufs.com/knorrprofessionalFind out more at www.ufs.com/knorrprofessional",No
Catering Dry Goods,276573,5011546445557	,MAGGI SAUCE BECHAMEL,2 x 2kgm,NA,£26.98,0.0%,In Stock,Nestle UK Ltd,Maggi Béchamel Sauce 2kg,No
Catering Dry Goods,276574,5011546445557	,MAGGI SAUCE BECHAMEL,1 x 2kgm,NA,£13.49,0.0%,In Stock,Nestle UK Ltd,Maggi Béchamel Sauce 2kg,No
Catering Dry Goods,701960,5000354770210	,BIRDS ANGEL DELIGHT STRAWBERRY,NA,NA,NA,0.0%,Out of Stock,Angel Delight,For recipes visit www.premierfoodservice.co.uk,No
Catering Dry Goods,661678,8718114995427	,KNORR POULTRY GRAVY,NA,NA,NA,0.0%,Out of Stock,Knorr,"Find out more at www.ufs.com/knorrprofessionalHere to  inspire chefs with new possibilities through diverse ingredients, techniques and dish ideas.Explore more at ufs.com/knorrprofessional",No
Fresh & Chilled Goods,789214,5000187122231	,KERRYMAID VEGAN CHEESE SLICES,NA,NA,NA,0.0%,Out of Stock,Kerry Foods Ltd,Kerrymaid Sunflower Light 500g,No
Fresh & Chilled Goods,549970,5013202111202	,DENNY 12 PORK SAUSAGES,NA,NA,NA,0.0%,Out of Stock,Pilgrim Foods,"To find out more, come visit us at www.denny.ie",No
Catering Dry Goods,696260,4000492062117	,KNORR 100% SOUP MINESTRONE,NA,NA,NA,0.0%,Out of Stock,Unilever UK Foodservice,Knorr Professional 100% Soup Minestrone 4x2.5KG,No
Frozen Goods,755807,5000227514279	,AUNT BESSIES HOMESTYLE CHIPS,1 x 600grm,£1.50,£1.19,0.0%,In Stock,Musgrave Retail Partners,"Help is at handIf you're looking for some mealtime inspiration, need any help and advice, there are plenty of ways to get in touch.For all my latest news, tasty recipe ideas  and competitions.For a Sustainable TomorrowMaking a difference with responsibly sourced and prepared food every daywww.auntbessies.co.uk/our-sustainable-path",No
Frozen Goods,755333,5000116111473	,BIRDS EYE ALPHABITES,1X456GRM,£1.25,£1.05,0.0%,In Stock,Musgrave Retail Partners,For a Sustainable TomorrowMaking a difference with responsibly sourced and prepared food every daybirdseye.co.uk/our-sustainable-path,No
Frozen Goods,755332,5000116111473	,BIRDS EYE ALPHABITES,12X456GRM,£1.25,£12.19,0.0%,In Stock,Musgrave Retail Partners,For a Sustainable TomorrowMaking a difference with responsibly sourced and prepared food every daybirdseye.co.uk/our-sustainable-path,No
Frozen Goods,494568,5011003048208	,GREEN ISLE SKINNY CUT OVEN CHIPS,1 x 800grm,£1.75,£1.29,0.0%,In Stock,Green Isle,Green Isle Skinny Cut Oven Chips 800g,No
Frozen Goods,494566,5011003048208	,GREEN ISLE SKINNY CUT OVEN CHIPS,16X800GRM,£1.75,£20.09,0.0%,In Stock,Green Isle,Green Isle Skinny Cut Oven Chips 800g,No
Frozen Goods,125285,5010228000145	,MCCAIN READY BAKED JACKETS,1X4PK,£2.00,£1.89,0.0%,In Stock,Musgrave Retail Partners,For more information see www.mccain.co.uk,No
Frozen Goods,125284,5010228000145	,MCCAIN READY BAKED JACKETS,8X4PK,£2.00,£14.89,0.0%,In Stock,Musgrave Retail Partners,For more information see www.mccain.co.uk,No
Frozen Goods,786485,8710449937868	,AVIKO BAKED POTATO SKINS,NA,NA,NA,0.0%,Out of Stock,Musgrave Foodservice Ltd,NA,No
Frozen Goods,915093,5011035503058	,SILVER PAIL DAIRY VEGAN INDULGENCE,NA,NA,NA,20.0%,Out of Stock,Musgrave Foodservice Ltd,NA,No
Fresh & Chilled Goods,755711,5060072991830	,M/DIRECT B/BATTERED ONION RINGS,NA,NA,NA,0.0%,Out of Stock,MASH DIRECT,Mash Direct Beer Battered Onion Rings 200g,No
Frozen Goods,915092,5011035503058	,SILVER PAIL DAIRY VEGAN INDULGENCE,NA,NA,NA,20.0%,Out of Stock,Musgrave Foodservice Ltd,NA,No
Fresh & Chilled Goods,755710,5060072991830	,M/DIRECT B/BATTERED ONION RINGS,NA,NA,NA,0.0%,Out of Stock,MASH DIRECT,Mash Direct Beer Battered Onion Rings 200g,No
Fresh & Chilled Goods,743596,5060072990017	,MASH DIRECT MASHED POTATO,NA,NA,NA,0.0%,Out of Stock,MASH DIRECT,Mash Direct Mashed Potato 400g,No
Fresh & Chilled Goods,743598,5060072990017	,MASH DIRECT MASHED POTATO,NA,NA,NA,0.0%,Out of Stock,MASH DIRECT,Mash Direct Mashed Potato 400g,No
Fresh & Chilled Goods,697593,5060072990109	,MASH DIRECT GREEN CABBAGE,NA,NA,NA,0.0%,Out of Stock,MASH DIRECT,Mash Direct Green Cabbage 280g,No
Frozen Goods,779579,5060360420684	,GLUTEN FREE CHOCOLATE MUFFIN,NA,NA,NA,0.0%,Out of Stock,Musgrave Foodservice Ltd,NA,No
Frozen Goods,915892,147799	,POTATO BUN FROZEN,NA,NA,NA,0.0%,Out of Stock,Musgrave Foodservice Ltd,NA,No
Frozen Goods,652651,9555018504848	,S/L SALMON PORTIONS 140-160G,1 x 10pce,NA,£21.99,0.0%,In Stock,Pacific West Foods,NA,No
Frozen Goods,745950,5000205047133	,YOUNGS C/SHOP 4 FISH FILLETS 3.00,1 x 400grm,£3.00,£2.25,0.0%,In Stock,Musgrave Retail Partners,for life® responsibly sourcedOur,No
Frozen Goods,758981,5397199000023	,D/CATCH XL BATTERED FISHFILLETS,12 x 300grm,£2.50,£22.55,0.0%,In Stock,Musgrave Retail Partners,Donegal Catch 2 Battered Extra Large,No
Frozen Goods,745949,5000205047133	,YOUNGS C/SHOP 4 FISH FILLETS 3.00,8 x 400grm,£3.00,£17.85,0.0%,In Stock,Musgrave Retail Partners,for life® responsibly sourcedOur,No
Frozen Goods,758982,5397199000023	,D/CATCH XL BATTERED FISHFILLETS,1 x 300grm,£2.50,£1.89,0.0%,In Stock,Musgrave Retail Partners,Donegal Catch 2 Battered Extra Large,No
Frozen Goods,915485,5391533071007	,SEABASS FILLETS,5 x 1kgm,NA,£59.95,0.0%,In Stock,Pan Euro Foods,NA,No
Frozen Goods,755806,5000227514279	,AUNT BESSIES HOMESTYLE CHIPS,NA,NA,NA,0.0%,Out of Stock,Musgrave Retail Partners,"Help is at handIf you're looking for some mealtime inspiration, need any help and advice, there are plenty of ways to get in touch.For all my latest news, tasty recipe ideas  and competitions.For a Sustainable TomorrowMaking a difference with responsibly sourced and prepared food every daywww.auntbessies.co.uk/our-sustainable-path",No
Frozen Goods,915486,5391533071007	,SEABASS FILLETS,1 x 1kgm,NA,£11.99,0.0%,In Stock,Pan Euro Foods,NA,No
Fresh & Chilled Goods,406051,2056351000000	,W/HILL F/TRIM LAMB RACK AVG W 1.4KG,NA,NA,NA,0.0%,Out of Stock,Butchers Select,Butchers Select Premium Irish Lamb Irish Rack Lamb,No
Fresh & Chilled Goods,794731,5202390021985	,VIOLIFE MATURE GRATED CHEDDAR,NA,NA,NA,0.0%,Out of Stock,Upfield Spread Irl Ltd,NA,No
Frozen Goods,786492,8710449937868	,AVIKO BAKED POTATO SKINS,1 x 2.1kgm,NA,£10.35,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Fresh & Chilled Goods,794724,5202390021985	,VIOLIFE MATURE GRATED CHEDDAR,NA,NA,NA,0.0%,Out of Stock,Upfield Spread Irl Ltd,NA,No
Fresh & Chilled Goods,789215,5000187122231	,KERRYMAID VEGAN CHEESE SLICES,NA,NA,NA,0.0%,Out of Stock,Kerry Foods Ltd,NA,No
Frozen Goods,915907,8710449923830	,AVIKO SUPER CRUNCH THICKCT 18X18MM,1 x 2.5kgm,NA,£3.99,0.0%,In Stock,Musgrave Foodservice Ltd,Aviko Professional Super Crunch Fries 18mm 2500g,No
Frozen Goods,915906,8710449923830	,AVIKO SUPER CRUNCH THICKCT 18X18MM,4 x 2.5kgm,NA,£17.75,0.0%,In Stock,Musgrave Foodservice Ltd,Aviko Professional Super Crunch Fries 18mm 2500g,No
Frozen Goods,777700,8711327479883	,B&J DOUGHBLE CHOC COOK DOUGH TWIST,1X465MLS,£4.72,£2.39,20.0%,In Stock,Musgrave Retail Partners,Ben & Jerry's Double Chocolate Cookie Dough Twist Ice  Cream Dessert 465 ML,No
Frozen Goods,777699,8711327479883	,B&J DOUGHBLE CHOC COOK DOUGH TWIST,8X465MLS,£4.72,£18.99,20.0%,In Stock,Musgrave Retail Partners,Ben & Jerry's Double Chocolate Cookie Dough Twist Ice  Cream Dessert 465 ML,No
Fresh & Chilled Goods,743603,5060072990048	,MASH DIRECT CARROT&PARSNIP,1 x 400grm,£1.37,£0.99,0.0%,In Stock,MASH DIRECT,Mash Direct Carrot & Parsnip 400g,No
Fresh & Chilled Goods,747391,5019503006117	,QUORN SOUTHERN BURGERS 4PK,1X252GRM,£2.00,£1.65,0.0%,In Stock,Quorn,To discover delicious recipes made with Quorn products and to find out more about our approach to sustainable nutrition visit www.quorn.co.uk and get social with us!,No
Fresh & Chilled Goods,743601,5060072990048	,MASH DIRECT CARROT&PARSNIP,6 x 400grm,£1.37,£5.85,0.0%,In Stock,MASH DIRECT,Mash Direct Carrot & Parsnip 400g,No
Fresh & Chilled Goods,703953,5060072990109	,MASH DIRECT GREEN CABBAGE,1 x 280grm,£2.17,£1.35,0.0%,In Stock,MASH DIRECT,Mash Direct Green Cabbage 280g,No
Fresh & Chilled Goods,526638,5060072990192	,MASH DIRECT CHILLI BABY BAKES,1 x 370grm,£1.95,£1.35,0.0%,In Stock,MASH DIRECT,Mash Direct Chilli Baby Bakes 370g,No
Fresh & Chilled Goods,747390,5019503006117	,QUORN SOUTHERN BURGERS 4PK,12X252GRM,£2.00,£19.65,0.0%,In Stock,Quorn,To discover delicious recipes made with Quorn products and to find out more about our approach to sustainable nutrition visit www.quorn.co.uk and get social with us!,No
Fresh & Chilled Goods,526634,5060072990192	,MASH DIRECT CHILLI BABY BAKES,6 x 370grm,£1.95,£7.79,0.0%,In Stock,MASH DIRECT,Mash Direct Chilli Baby Bakes 370g,No
Fresh & Chilled Goods,915967,7316641014072	,OUMPH VEGAN PULLED OUMPHFROZEN,1 x 2kgm,NA,£22.69,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Fresh & Chilled Goods,915966,7316641014072	,OUMPH VEGAN PULLED OUMPHFROZEN,2 x 2kgm,NA,£43.55,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Catering Dry Goods,563099,5000243895307	,NESCAFE COFFEE GRANULES,1 x 750grm,NA,£19.29,0.0%,In Stock,Nescafé,Find out more about our products at https://www.nestleprofessional.co.uk/Or follow us on Facebook https://www.facebook.com/NestleProfessionalUK/YouTube https://www.youtube.com/c/nestleprofessionalukTwitter https://twitter.com/nestleproukInstagram https://www.instagram.com/nestleprouk/,No
Catering Dry Goods,416032,7613034538567	,NESCAFE AZERA,3 x 500grm,NA,£53.97,0.0%,In Stock,Nescafé,Find out more about Nescafe Gold at https://www.nestleprofessional.co.ukOr discover more from Nestle Professional  on Facebook https://www.facebook.com/NestleProfessionalUK/YouTube https://www.youtube.com/c/nestleprofessionalukTwitter  https://twitter.com/nestleproukInstagram https://www.instagram.com/nestleprouk/,No
Catering Dry Goods,416034,7613034538567	,NESCAFE AZERA,1 x 500grm,NA,£17.99,0.0%,In Stock,Nescafé,Find out more about Nescafe Gold at https://www.nestleprofessional.co.ukOr discover more from Nestle Professional  on Facebook https://www.facebook.com/NestleProfessionalUK/YouTube https://www.youtube.com/c/nestleprofessionalukTwitter  https://twitter.com/nestleproukInstagram https://www.instagram.com/nestleprouk/,No
Catering Dry Goods,189107,5000243600208	,NESCAFE GRANULES,1 x 1kgm,NA,£22.75,0.0%,In Stock,Nescafé,Find out more about our products at https://www.nestleprofessional.co.uk/Or follow us on Facebook https://www.facebook.com/NestleProfessionalUK/YouTube https://www.youtube.com/c/nestleprofessionalukTwitter https://twitter.com/nestleproukInstagram https://www.instagram.com/nestleprouk/,No
Fresh & Chilled Goods,914860,5391536660536	,PLANT IT VEGAN BREADED GOUJONS,1 x 1kgm,NA,£11.99,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Frozen Goods,764480,8711327373969	,B&J CARAMEL CHEWCHEW CLASSIC,1X465MLS,£4.72,£2.39,20.0%,In Stock,Musgrave Retail Partners,Ben & Jerry's Caramel Chew-Chew Ice Cream 465 ml,No
Catering Dry Goods,189106,5000243600208	,NESCAFE GRANULES,3 x 1kgm,NA,£68.25,0.0%,In Stock,Nescafé,Find out more about our products at https://www.nestleprofessional.co.uk/Or follow us on Facebook https://www.facebook.com/NestleProfessionalUK/YouTube https://www.youtube.com/c/nestleprofessionalukTwitter https://twitter.com/nestleproukInstagram https://www.instagram.com/nestleprouk/,No
Frozen Goods,764479,8711327373969	,B&J CARAMEL CHEWCHEW CLASSIC,8X465MLS,£4.72,£18.99,20.0%,In Stock,Musgrave Retail Partners,Ben & Jerry's Caramel Chew-Chew Ice Cream 465 ml,No
Frozen Goods,764478,8711327373105	,B&J COOKIE DOUGH CLASSIC,1X465MLS,£4.72,£2.39,20.0%,In Stock,Musgrave Retail Partners,Ben & Jerry's Cookie Dough Ice Cream 465 ml,No
Frozen Goods,764477,8711327373105	,B&J COOKIE DOUGH CLASSIC,8X465MLS,£4.72,£18.99,20.0%,In Stock,Musgrave Retail Partners,Ben & Jerry's Cookie Dough Ice Cream 465 ml,No
Frozen Goods,764472,8711327370708	,B&J CHOC FUDGE BROWNIE,1X465MLS,£4.72,£2.39,20.0%,In Stock,Musgrave Retail Partners,Ben & Jerry's Chocolate Fudge Brownie Ice Cream 465 ml,No
Frozen Goods,764471,8711327370708	,B&J CHOC FUDGE BROWNIE,8X465MLS,£4.72,£18.99,20.0%,In Stock,Musgrave Retail Partners,Ben & Jerry's Chocolate Fudge Brownie Ice Cream 465 ml,No
Frozen Goods,668681,8000920200025	,WALLS VIENETTA,6X650MLS,£1.25,£5.25,20.0%,In Stock,Wall's,Viennetta Vanilla Ice Cream Dessert 650 ml,No
Frozen Goods,666408,8000920200025	,WALLS VIENETTA,1 x 650mls,£1.25,£0.89,20.0%,In Stock,Wall's,Viennetta Vanilla Ice Cream Dessert 650 ml,No
