Category,Product Code,EAN Code,Product Name,Product Size,RRP,Price,VAT,Stock Service,Brand,Description,On Promo
"Confectionery, Crisps & Snacks",779182,5391532122519	,FULFIL CHOCOLATE CARAMEL,15X55GRM,£2.29,£20.49,20.0%,In Stock,Richmond Marketing NI Ltd,Fulfil Chocolate Caramel Flavour Vitamin & Protein Bar 55g,No
"Confectionery, Crisps & Snacks",775155,5056357900857	,SNICKERS PEANUT BUTTER PROTEIN BAR,18 x 47grm,£1.29,£14.29,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Snickers Protein,No
"Confectionery, Crisps & Snacks",759416,5391532122168	,FULFIL CHOC BROWNIE PROTEIN BAR,15X55GRM,£2.29,£20.49,20.0%,In Stock,Richmond Marketing NI Ltd,Fulfil Chocolate Brownie Flavour Vitamin & Protein Bar 55g,No
"Confectionery, Crisps & Snacks",915143,5099678306885	,PERRI BANSHEE BONES 1.00,32X42GRM,£1.00,£18.59,20.0%,In Stock,Northern Snacks Ltd,Perri Banshee Bones Salt & Vinegar Flavour 42g,No
"Confectionery, Crisps & Snacks",490570,5000328530130	,MONSTER MUNCH FLAMIN HOT,30 x 40grm,£0.89,£14.69,20.0%,In Stock,Walkers Ltd,Walkers Monster Munch Flamin' Hot Snacks 40g,No
"Confectionery, Crisps & Snacks",490577,5000328530215	,MONSTER MUNCH ROAST BEEF,30 x 40grm,£0.89,£14.69,20.0%,In Stock,Walkers Ltd,Walkers Monster Munch Roast Beef Snacks 40g,No
"Confectionery, Crisps & Snacks",181395,5000168031064	,JACOBS MINI CHEDDARS,30 x 45grm,£0.69,£11.29,0.0%,In Stock,United Biscuits,www.123healthybalance.com,No
"Confectionery, Crisps & Snacks",776207,5012159037511	,TAYTO ROLLERS 8PK,12 x 8pk,£1.25,£10.59,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",755554,5391532122076	,FULFIL PEANUT BUTTER BAR,15X55GRM,£2.29,£20.49,20.0%,In Stock,Richmond Marketing NI Ltd,Fulfil Chocolate,No
"Confectionery, Crisps & Snacks",761264,5012159037108	,TAYTO SPRING ONION 5PK,18 x 125grm,£1.25,£15.79,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",762785,5000328200453	,WALKERS MAX HOT CHICK 1.00,15X70GRM,£1.00,£9.29,20.0%,In Stock,Walkers Ltd,Walkers Max Strong Hot Chicken Wings Crisps £1 RRP PMP 70g,No
"Confectionery, Crisps & Snacks",759415,5099678303464	,KP MEANIES 1.00 6PK,14X300GRM,£1.00,£9.69,20.0%,In Stock,Northern Snacks Ltd,NA,No
"Confectionery, Crisps & Snacks",754286,5012159034572	,TAYTO ASSORTED 12PK,10 x 300grm,£2.50,£18.69,20.0%,In Stock,Tayto Group Ltd,"Head to www.tayto.com to arrange a tour!Find us on Facebook, Twitter and Instagram",No
"Confectionery, Crisps & Snacks",677632,5053990145706	,PRINGLES S/C&ONION 1.00,12 x 70grm,£1.00,£6.49,20.0%,In Stock,Kelloggs,1 can + @ pringles.com = Chance to Win!Chance to Win Great Prizes**T&Cs & enter at pringles.com. UK & ROI only. 18+. Purchase of a can of Pringles and registration required.  Entrants must complete challenge. Prize x 104 £/€30 caseable.com vouchers valid until 30.06.2023. Closes 31.01.2023. NPN in NI.,No
"Confectionery, Crisps & Snacks",779308,5053990160839	,PRINGLES HOT&SPICY 1.00,12 x 70grm,£1.00,£6.49,20.0%,In Stock,Kelloggs,Pringles Hot & Spicy Crisps Can 70g,No
"Confectionery, Crisps & Snacks",508081,5010511028405	,LION MIDGET GEMS,1 x 2kgm,NA,£9.39,20.0%,In Stock,Rob Roberts NI Ltd,Lion Original Hard Gums Midget Gems 2kg,No
"Confectionery, Crisps & Snacks",677621,5053990146512	,PRINGLES S&V 1.00,12 x 70grm,£1.00,£6.49,20.0%,In Stock,Kelloggs,Chance to Win Great Prizes*pringles.com*T&Cs & enter at pringles.com. UK & ROI only. 18+. Purchase of a can of Pringles and registration required. Entrants must complete challenge. Prize a 104 £/€30 caseable.com vouchers valid until 30.06.2023 Closes 31.01.2023. NPN in NI.,No
"Confectionery, Crisps & Snacks",677611,5053990145690	,PRINGLES ORIGINAL 1.00,12 x 70grm,£1.00,£6.49,20.0%,In Stock,Kelloggs,1 can + @ pringles.com = Chance to Win!Chance to Win Great Prizes**T&Cs & enter at pringles.com. UK & ROI only. 18+. Purchase of a can of Pringles and registration required.  Entrants must complete challenge. Prize x 104 £/€30 caseable.com vouchers valid until 30.06.2023. Closes 31.01.2023. NPN in NI.,No
"Confectionery, Crisps & Snacks",677567,5053990146529	,PRINGLES BBQ 1.00,12 x 70grm,£1.00,£6.49,20.0%,In Stock,Kelloggs,T&Cs & enter at pringles.com. UK & ROI only. 18+. Purchase of a can of Pringles and registration required. Entrants must complete challenge. Prize x 104 £/€30 caseable.com vouchers valid until 30.06.2023. Closes 31.01.2023. NPN in NI,No
"Confectionery, Crisps & Snacks",760758,5000328206134	,DORITOS TANGY CHEESE 1.00,15X70GRM,£1.00,£9.69,0.0%,In Stock,Walkers Ltd,"Doritos is partnering with easyJet holidays to jet-set you away from the everyday on an unforgettable package holiday - with flights, accommodation, beach holiday transfers and 23kg baggage - all ATOL protected! From the clubs of Ibiza to the golden dunes of Morocco, enjoy our bold, intense Doritos flavours and full-on crunch, now with a chance to win  a voucher for a great value easyJet holiday of your choice on every pack. How to Enter: 1. Purchase a promotional pack 2. Scan QR code or visit doritos.co.uk/holiday 3. Enter your  code starting with ‘GB' (found in the best before box) 4. Find out if you've won instantly (ROI residents must answer qualifying questions) Terms & Conditions: UK & ROI, 18+ only.  Instant Win: Enter between 10:00 GMT 23/02/22 - 22:00 BST 23/05/22. Wrap Up Draw: 22:01 BST 23/05/22 - 23:59 BST 23/08/22. Purchase necessary. ROI participants must correctly answer qualifying question for chance to win. Instant Win Prizes: 1080 Prizes to be won, 12 each day: 1 x £2,000 easyJet holidays Voucher, 11 x £500 easyJet holidays Vouchers. Wrap Up Draw Prizes: 10 x £500 easyJet holidays Vouchers. In ROI all  prizes € cash equivalent. Prizes allocated by a random winning moment every hour between 10:00 and 22:00 each day to 23/05/22. All entries received during the Wrap Up Draw will be  entered into a prize draw. All prizes will be won. Retain packaging. Internet access required. Max 1 entry per person per hour and 1 Prize per person. Visit walkers.co.uk/holiday for full T&Cs, prize details & NI NPN info.",No
"Confectionery, Crisps & Snacks",775587,84196675	,CHUPA CHUPS FRUIT DISPLAY BOX,100 x 12grm,£0.25,£11.49,20.0%,In Stock,Tennant & Ruttle,NA,No
"Confectionery, Crisps & Snacks",760756,5000328206059	,DORITOS COOL 1.00,15X70GRM,£1.00,£9.69,0.0%,In Stock,Walkers Ltd,"Doritos is partnering with easyJet holidays to jet-set you away from the everyday on an unforgettable package holiday - with flights, accommodation, beach holiday transfers and 23kg baggage - all ATOL protected! From the clubs of Ibiza to the golden dunes of Morocco, enjoy our bold, intense Doritos flavours and full-on crunch, now with a chance to win  a voucher for a great value easyJet holiday of your choice on every pack. How to Enter: 1. Purchase a promotional pack 2. Scan QR code or visit doritos.co.uk/holiday 3. Enter your  code starting with ‘GB' (found in the best before box) 4. Find out if you've won instantly (ROI residents must answer qualifying questions) Terms & Conditions: UK & ROI, 18+ only.  Instant Win: Enter between 10:00 GMT 23/02/22 - 22:00 BST 23/05/22. Wrap Up Draw: 22:01 BST 23/05/22 - 23:59 BST 23/08/22. Purchase necessary. ROI participants must correctly answer qualifying question for chance to win. Instant Win Prizes: 1080 Prizes to be won, 12 each day: 1 x £2,000 easyJet holidays Voucher, 11 x £500 easyJet holidays Vouchers. Wrap Up Draw Prizes: 10 x £500 easyJet holidays Vouchers. In ROI all  prizes € cash equivalent. Prizes allocated by a random winning moment every hour between 10:00 and 22:00 each day to 23/05/22. All entries received during the Wrap Up Draw will be  entered into a prize draw. All prizes will be won. Retain packaging. Internet access required. Max 1 entry per person per hour and 1 Prize per person. Visit walkers.co.uk/holiday for full T&Cs, prize details & NI NPN info.",No
"Confectionery, Crisps & Snacks",508088,5010511028375	,LION FOOTBALL GUMS,1 x 2kgm,NA,£9.39,20.0%,In Stock,Rob Roberts NI Ltd,Lion Original Hard Football Gums 2kg,No
"Confectionery, Crisps & Snacks",754289,5012159023149	,TAYTO SPICY BIKERS,36 x 30grm,£0.79,£15.29,20.0%,In Stock,Tayto Group Ltd,To find out more about Tayto and our products visit our website at: www.tayto.comFind us on Facebook and TwitterTweet when you eat @MrTaytoNI,No
"Confectionery, Crisps & Snacks",503705,84196859	,CHUPA CHUPS XXL LOLLY,25X29GRM,£0.45,£4.99,20.0%,In Stock,Tennant & Ruttle,Chupa Chups XXL Lollipops Assorted Flavour Bubble Gum  Filled Lollipop 29g,No
"Confectionery, Crisps & Snacks",177911,5010478922501	,REFRESHER S/BERRY BAR 10P,360X21GRM,£0.10,£20.07,20.0%,In Stock,Swizzels Matlow,Swizzels Refreshers Strawberry Flavour,No
"Confectionery, Crisps & Snacks",748580,1122532323	,BARRATT BLACK JACKS,400X1PCE,£0.05,£6.99,20.0%,In Stock,Rob Roberts NI Ltd,Barratt Black Jack 400 Chews,No
"Confectionery, Crisps & Snacks",180131,5021202551553	,ALMA PINK HEARTS,120X6GRM,£0.05,£3.79,20.0%,In Stock,Rob Roberts NI Ltd,Alma Pink Hearts 120 Pieces,No
"Confectionery, Crisps & Snacks",180139,5021202551546	,ALMA SPINNING TOPS,120 x 7grm,£0.05,£3.79,20.0%,In Stock,Rob Roberts NI Ltd,Alma Spinning Tops 120 Pieces,No
"Confectionery, Crisps & Snacks",180130,5021202551430	,ALMA WHITE MICE,120X6GRM,£0.05,£3.79,20.0%,In Stock,Rob Roberts NI Ltd,Alma White Mice 120 Pieces,No
"Confectionery, Crisps & Snacks",177913,5010478922501	,REFRESHER S/BERRY BAR 10P,60 x 21grm,£0.10,£3.39,20.0%,In Stock,Swizzels Matlow,Swizzels Refreshers Strawberry Flavour,No
"Confectionery, Crisps & Snacks",180127,5021202551447	,ALMA CHOCOLATE MICE,120X6GRM,£0.05,£3.79,20.0%,In Stock,Rob Roberts NI Ltd,Alma Chocolate Mice 120 Pieces,No
"Confectionery, Crisps & Snacks",180109,5021202551478	,ALMA CHOCOLATE SKIFFLE DISCS,120X6GRM,£0.05,£3.79,20.0%,In Stock,Rob Roberts NI Ltd,Alma Skiffle Discs 120 Pieces,No
"Confectionery, Crisps & Snacks",508093,5010511028382	,LION WINE GUMS,1 x 2kgm,NA,£9.39,20.0%,In Stock,Rob Roberts NI Ltd,Lion Original Hard Wine Gums 2kg,No
"Confectionery, Crisps & Snacks",754288,5012159023507	,TAYTO SPIRALS SALT & VINEGAR,36X25GRM,£0.79,£15.29,20.0%,In Stock,Tayto Group Ltd,To find out more about Tayto and our products visit our website at: www.tayto.comFind us on Facebook and TwitterTweet when you eat @MrTaytoNI,No
"Confectionery, Crisps & Snacks",177428,12356	,ALMA FISH & CHIPS,120X1PK,£0.05,£3.79,20.0%,In Stock,Rob Roberts NI Ltd,Alma,No
"Confectionery, Crisps & Snacks",744862,4009900514910	,SKITTLES FRUIT 49P,36 x 45grm,£0.49,£9.69,20.0%,In Stock,Mars Wrigley DAP UK Ltd,49p RRP****Recommended Retail Price,No
"Confectionery, Crisps & Snacks",744092,5010478548978	,SWIZZEL STINGER CHEW BAR,60 x 18grm,£0.10,£3.39,20.0%,In Stock,Swizzels Matlow,Swizzels Stinger,No
"Confectionery, Crisps & Snacks",744088,5010478614895	,SWIZZEL STINGER CHEW BAR,360X18GRM,£0.10,£20.07,20.0%,In Stock,Swizzels Matlow,Swizzels Stinger,No
"Confectionery, Crisps & Snacks",494831,5010478850415	,REFRESHER SOUR APPLE 10PBAR,60 x 18grm,£0.10,£3.39,20.0%,In Stock,Swizzels Matlow,Swizzels Refreshers Sour Apple Flavour,No
"Confectionery, Crisps & Snacks",494825,5010478850415	,REFRESHER SOUR APPLE 10PBAR,360X18GRM,£0.10,£20.07,20.0%,In Stock,Swizzels Matlow,Swizzels Refreshers Sour Apple Flavour,No
"Confectionery, Crisps & Snacks",445482,90111334	,STARBURST ORIGINAL STICK,24 x 45grm,£0.59,£6.99,20.0%,In Stock,Starburst,Starburst Original Fruit Chews Sweets 45g,No
"Confectionery, Crisps & Snacks",445481,4009900489997	,STARBURST FAVE REDS,24 x 45grm,£0.59,£6.99,20.0%,In Stock,Starburst,Starburst Fave Reds Fruit Chews Sweets 45g,No
"Confectionery, Crisps & Snacks",180063,5010478649811	,SWIZZELS DRUMSTICK LOLLI#S 10P,60X1PK,£0.10,£3.39,20.0%,In Stock,Swizzels Matlow,Swizzels Drumstick Lolly Raspberry and,No
"Confectionery, Crisps & Snacks",550198,80052043	,TIC TAC MINT T24,24 x 18grm,£0.69,£8.49,20.0%,In Stock,Tic Tac,For more information visit: www.tictac.com and check out our Instagram! @tictac.uk,No
"Confectionery, Crisps & Snacks",784914,80941828	,TIC TAC COKE,24 x 18grm,£0.69,£8.49,20.0%,In Stock,Ferrero Uk Ltd,For more information visit: www.tictac.com and check out our Instagram! @tictac.uk,No
"Confectionery, Crisps & Snacks",177932,5010478100213	,DRUMSTICK CHEW BAR 10P,60X1PK,£0.10,£3.39,20.0%,In Stock,Swizzels Matlow,Swizzels Drumstick Original Raspberry and,No
"Confectionery, Crisps & Snacks",177930,5010478100213	,DRUMSTICK CHEW BAR 10P,360X1PK,£0.10,£20.07,20.0%,In Stock,Swizzels Matlow,Swizzels Drumstick Original Raspberry and,No
"Confectionery, Crisps & Snacks",550206,80310839	,TIC TAC LIME ORANGE T24,24 x 18grm,£0.69,£8.49,20.0%,In Stock,Tic Tac,Tic Tac Lime & Orange 18g,No
"Confectionery, Crisps & Snacks",177915,5010478506015	,REFRESHER ORIG CHEW BAR,60 x 21grm,£0.10,£3.39,20.0%,In Stock,Swizzels Matlow,Swizzels Refreshers Original Lemon Flavour,No
"Confectionery, Crisps & Snacks",763906,4009900534970	,SKITTLES GIANT FRUIT,36 x 45grm,£0.55,£9.99,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Skittles Giants Fruit Sweets Bag 45g,No
"Confectionery, Crisps & Snacks",499689,80799672	,TIC TAC CHERRY COLA MIXERS,24 x 18grm,£0.69,£8.49,20.0%,In Stock,Ferrero Uk Ltd,Tic Tac Mixers Cherry Cola 18g,No
"Confectionery, Crisps & Snacks",763838,5010478602304	,SWIZZEL RHUB/CUST CHEW BAR,60 x 18grm,£0.10,£3.39,20.0%,In Stock,Swizzels Matlow,Swizzels Drumstick Rhubarb & Custard Flavour Chew Bar,No
"Confectionery, Crisps & Snacks",763837,5010478602304	,SWIZZEL RHUB/CUST CHEW BAR,360X18GRM,£0.10,£20.07,20.0%,In Stock,Swizzels Matlow,Swizzels Drumstick Rhubarb & Custard Flavour Chew Bar,No
"Confectionery, Crisps & Snacks",751952,5010478850040	,DRUMSTICK BUBBLEGUM BAR,60 x 18grm,£0.10,£3.39,20.0%,In Stock,Swizzels Matlow,Swizzels Drumstick Bubblegum Flavour,No
"Confectionery, Crisps & Snacks",751951,5010478850040	,DRUMSTICK BUBBLEGUM BAR,360X18GRM,£0.10,£20.07,20.0%,In Stock,Swizzels Matlow,Swizzels Drumstick Bubblegum Flavour,No
"Confectionery, Crisps & Snacks",751632,4009900522120	,SKITTLES FRUITS,36 x 45grm,£0.55,£9.99,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Skittles Fruits Sweets Bag 45g,No
"Confectionery, Crisps & Snacks",754416,4008400836423	,KINDER HAPPY HIPPO COCOA5 PACK,10X103GRM,£1.19,£9.49,0.0%,In Stock,Ferrero Uk Ltd,Be Treatwise.netFor more information visit: www.kinder.co.uk,No
"Confectionery, Crisps & Snacks",684303,5010478214545	,DRUMSTICKS CHOOS 1.00,12 x 135grm,£1.00,£6.29,20.0%,In Stock,Swizzels Matlow,Facebook is not available to under 13sFacebook SwizzelsTwitter @SwizzelsMatlow,No
"Confectionery, Crisps & Snacks",258161,80136194	,KINDER HAPPY HIPPO 5 PACK,10X103GRM,£1.39,£10.39,0.0%,In Stock,Kinder,Be Treatwise.netFor more information visit: www.kinder.co.uk,No
"Confectionery, Crisps & Snacks",764188,7622201124830	,BOURNVILLE ORANGE 1.00,18 x 100grm,£1.00,£11.99,20.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.netCocoa LifePartnering with Fairtrade FoundationCocoa Life helps farmers get the most from their cocoa trees through environmentally friendly farmingwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",754027,7622210594662	,CADBURY BOURNVILLE 1.00,18 x 100grm,£1.00,£11.99,20.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.netCocoa LifePartnering with Fairtrade FoundationThanks to cocoa life we are helping farms to protect  the forests around themwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",684302,5010478227811	,REFRESHERS CHOOS 1.00,12 x 135grm,£1.00,£6.29,20.0%,In Stock,Swizzels Matlow,Facebook: is not available to under 13s,No
"Confectionery, Crisps & Snacks",582478,5010511477272	,BARRATT MILK TEETH 1.00,12 x 160grm,£1.00,£6.39,20.0%,In Stock,Rob Roberts NI Ltd,"Find us on: Facebook, Twitter and Instagram",No
"Confectionery, Crisps & Snacks",589631,5010511477227	,PRINCESS MALLOWS 1.00,12 x 150grm,£1.00,£6.39,20.0%,In Stock,Rob Roberts NI Ltd,Princess Mallows Pink & White Marshmallows 150g,No
"Confectionery, Crisps & Snacks",752786,7622210400079	,CADBURY ECLAIRS BAG,7X166GRM,£1.89,£8.79,20.0%,In Stock,Kraft Foods UK Ltd,Cadbury Eclairs Classic Chocolate Bag 166g,No
"Confectionery, Crisps & Snacks",657841,7613034872630	,YORKIE ORIGINAL,24 x 46grm,£0.79,£8.49,20.0%,In Stock,Yorkie,"Learn more: http://www.nestle.co.uk/brandswww.facebook.com/yorkieofficial Good to remember: Enjoying chocolate as  part of a varied, balanced diet and a healthy lifestyle, is  one of life's little pleasures.Cocoa Plan:Supporting farmers for better chocolate. Working with UTZ to support cocoa farmers. Find out more at www.nestlecocoaplan.com.",No
"Confectionery, Crisps & Snacks",657821,7613035058347	,AERO PEPPERMINT BAR,24 x 36grm,£0.85,£8.49,20.0%,In Stock,Nestle UK Ltd,"AERO is part of the Nestle Cocoa Plan, which works with UTZ to ensure a better future for cocoa farmers and even better chocolate for you. Find out more at www.nestlecocoaplan.comEnjoying chocolate as part of a varied, balanced diet and a healthy lifestyle, is one of life's little pleasures.Visit https://www.facebook.com/aerobubblychocolate or http://www.aerochocolate.co.uk/ for more informationWin a Staycastion Every Day††UK, IoM, CI, ROI. 18+, Open (03.05.21 - 27.06.21 & 2x late entry draws. No purchase necessary in NI. See back for details. Scan the QR Code on the back of this pack to visit the promotional website.Plus 100s of Days Out Available to be WonLuxury, Nature, AdventureGo to www.nestle-promotions.co.uk/staycation or scan the QR code on pack & enter your name, email address & last 4 digits of your barcode for a chance to win a staycation every day (worth up to €/£1,500  each) or 1 of 100s days out (worth up to €/£100). Internet access required. Abridged Terms & Conditions: 1. See website  or call 00800 6378 5385 for full T&Cs, NI free mail-in entry route & further prize details. 2. 1 x staycation prize chosen randomly each day from all valid daily entries via prie draw. 3. Staycation prizes consists of 1 x staycation, within UK or ROI, each worth up to €/£1,500 inc. €/£200 travel allowance. Locations, type of staycation & max capacity dependent on option chosen from list available, exclusiond/terms may apply. 4. 201 'days out' prizes to be won online via randomly allocated open winning moments where entry at, or first  after the allocated winning moment wins. 5. 'Day out' prizes consists of 1 x 'day out', from predetermined list of day out options, up to the value of €/£100. 6. 1 x staycation & 10 x 'day out' prizes to be won in each late entry draw (ending: 19.09.21, & 03.05.22). 7. Max. 2 entries per person, per day, max. 1x prize tier/person & max. 1x prize tier/household. 8. Winners must retain promotional pack(s) & all receipts. 9. ROI: promotion carried out under licence granted to The Jack & Jill Children's Foundation, Johntown, Naas, Co. Kildare.",No
"Confectionery, Crisps & Snacks",915441,7622201518035	,FRUIT SMOOTHIES 1.00,10X130GRM,£1.00,£5.49,20.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.netEnjoy as a part of a varied and balanced diet and healthy lifestyle.,No
"Confectionery, Crisps & Snacks",179145,7622210106988	,MARVELLOUS POPPING CANDY,24 x 47grm,£0.79,£11.99,20.0%,In Stock,Cadbury,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",112769,7622300743536	,CADBURY DAIRY MILK,48 x 45grm,£0.79,£21.99,20.0%,In Stock,Cadbury,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",556286,5000159504478	,MALTESER BAG 60P,40 x 37grm,£0.60,£15.49,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Maltesers Chocolate £0.60 PMP Bag 37g,No
"Confectionery, Crisps & Snacks",112759,7622210984579	,CADBURY WHOLENUT,48 x 45grm,£0.79,£21.99,20.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",112749,7622300743659	,CADBURY FRUIT & NUT,48X49GRM,£0.79,£21.99,20.0%,In Stock,Cadbury,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",555069,5000159504706	,MALTESER TEASER 60P,24 x 35grm,£0.60,£9.29,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Maltesers Teasers Chocolate £0.60 PMP Bar 35g,No
"Confectionery, Crisps & Snacks",322660,7622300743703	,CADBURY DAIRY MILK CARAMEL BAR,48 x 45grm,£0.79,£21.99,20.0%,In Stock,Cadbury,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",768769,5900951287893	,MILKYWAY STARS 60P,36 x 33grm,£0.60,£13.89,20.0%,In Stock,Mars Wrigley DAP UK Ltd,60p RRP,No
"Confectionery, Crisps & Snacks",555068,5000159504669	,SNICKERS 60P,48 x 48grm,£0.60,£18.49,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Snickers Chocolate £0.60 PMP Bar 48g,No
"Confectionery, Crisps & Snacks",555061,5000159504645	,MARS BARS 60P,48 x 51grm,£0.60,£18.49,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Mars Chocolate £0.60 PMP Bar 51g,No
"Confectionery, Crisps & Snacks",555062,5000159504522	,BOUNTY 60P,24 x 57grm,£0.60,£9.29,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Bounty Coconut,No
"Confectionery, Crisps & Snacks",740553,50426188	,MILKYBAR BAR,40 x 25grm,£0.79,£14.99,20.0%,In Stock,Milkybar,Visit us at www.,No
"Confectionery, Crisps & Snacks",774025,5000127731257	,R/K SQUARES MARSHMALLOW,30X28GRM,£0.79,£13.99,20.0%,In Stock,Kellogg's,Kellogg's Rice Krispies Squares Cereal Bar Marshmallow 28g,No
"Confectionery, Crisps & Snacks",788164,7622210436962	,MAYNARDS WINEGUMS,12 x 165grm,£1.29,£8.99,20.0%,In Stock,Kraft Foods UK Ltd,Maynards Bassetts Wine Gums Sweets Bag 165g,No
"Confectionery, Crisps & Snacks",774024,5000127730168	,R/K SQUARES CARAMEL CHOC,30 x 36grm,£0.79,£13.99,20.0%,In Stock,Kellogg's,Kellogg's Rice Krispies Squares Chocolate and Caramel  Cereal Bar 36g,No
"Confectionery, Crisps & Snacks",760945,5010511478750	,BARRATT WHAM SOFTIES 1.0#,12 x 120grm,£1.00,£6.39,20.0%,In Stock,Rob Roberts NI Ltd,Barratt Whamtastics 120g,No
"Confectionery, Crisps & Snacks",774023,5050083449031	,R/K SQUARES CHOCOLATE,30 x 36grm,£0.79,£13.99,20.0%,In Stock,Kellogg's,Kellogg's Rice Krispies Squares Cereal Bar Totally Chocolate 36g,No
"Confectionery, Crisps & Snacks",653079,5053827186797	,NUTRIGRAIN STRAWBERRY BAR,25X37GRM,£0.79,£12.99,0.0%,In Stock,Kelloggs,Kellogg's Nutri-Grain Bars Strawberry 37g,No
"Confectionery, Crisps & Snacks",653090,5053827186674	,NUTRIGRAIN APPLE BAR,25X37GRM,£0.79,£12.99,0.0%,In Stock,Kelloggs,Kellogg's Nutri-Grain Bars Apple 37g,No
"Confectionery, Crisps & Snacks",768731,5000159532877	,GALAXY MILK 60P,24 x 42grm,£0.60,£9.29,20.0%,In Stock,Mars Wrigley DAP UK Ltd,60p RRP****Recommended Retail Price,No
"Confectionery, Crisps & Snacks",769915,7622201149819	,CADBURY WISPA GOLD DUO,32X67GRM,£0.89,£17.29,20.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",754277,5012159036408	,TAYTO SMOKY BACON 1.00,16X65GRM,£1.00,£9.39,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",754278,5012159036507	,TAYTO WUSTER SAUCE 1.00,16X65GRM,£1.00,£9.39,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",754292,5012159036385	,TAYTO PRAWN COCKTAIL 1.00,16X65GRM,£1.00,£9.39,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",745082,5034660518457	,CAD BOOST DUO,32X63GRM,£0.89,£17.29,20.0%,In Stock,Cadbury,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",754276,5012159036521	,TAYTO PICKLED ONION 1.00,16X65GRM,£1.00,£9.39,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",657848,5034660520825	,CADBURY WISPA DUO,32X47GRM,£0.89,£17.29,20.0%,In Stock,Cadbury,BeTreatwise.netGet to know your treats1 bar = 6 % of the RI* of kcal*% reference intake of an average adult (8400  kJ / 2000 kcal)Cocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",754275,5012159036484	,TAYTO CHEESE&ONION 1.00,16X65GRM,£1.00,£9.39,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",768771,5000159532839	,GALAXY RIPPLE 60P,36 x 33grm,£0.60,£13.89,20.0%,In Stock,Mars Wrigley DAP UK Ltd,60p RRP****Recommended Retail Price,No
"Confectionery, Crisps & Snacks",657831,7613034959287	,TOFFEE CRISP,24 x 38grm,£0.85,£8.49,20.0%,In Stock,Nestle UK Ltd,"Learn more at http://www.nestle.co.uk/brands Good to remember: Enjoying chocolate as part of a varied, balanced diet and a healthy lifestyle, is one of life's little pleasures.Cocoa Plan:Toffee Crisp is part of the Nestle Cocoa Plan,  which works with UTZ to ensure a better future for cocoa farmers and even better chocolate for you. Find out more at www.nestlecocoaplan.com",No
"Confectionery, Crisps & Snacks",556285,5000159504492	,TWIX 60P,32 x 50grm,£0.60,£12.49,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Twix Chocolate Biscuit £0.60 PMP Twin Bars 50g,No
"Confectionery, Crisps & Snacks",556280,5000159504492	,TWIX 60P,160X50GRM,£0.60,£59.79,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Twix Chocolate Biscuit £0.60 PMP Twin Bars 50g,No
"Confectionery, Crisps & Snacks",776208,5012159037481	,TAYTO ROLLERS 1.00,16X60GRM,£1.00,£9.39,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",677680,5010478266483	,CRYSTAL FRUITS BAG,2 x 3kgm,£12.68,£15.99,20.0%,In Stock,Swizzels Matlow,Swizzels Crystal Fruits,No
