ProductDescription,TescoProductID,BaseID,SpecialOffer,OfferStartDate,OfferEndDate,WebLink,CurrentlyAvailable,Barcode,Price,UnitOfMeasure,DateScraped
Aptamil 3 Growing Up Milk 1+ Years 1 Litre Ready To Feed,273967653,71942142,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=273967653,True,5051594002111	,3.59,LITRE,2022-01-27
Cow And Gate 3 Growing Up Milk 1+ Years 200Ml Ready To Feed,281197852,50051638,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=281197852,True,5051594002982	,1.05,LITRE,2022-01-27
Aptamil 1 First Milk 1 Litre Ready To Feed Liquid,273750673,71842531,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=273750673,True,5051594002692	,4.69,LITRE,2022-01-27
Cow & Gate Simply A2 3 Toddler Milk Formula 800G,308484940,88713134,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=308484940,True,5051594008960	,13.99,kg,2022-01-27
Aptamil 2 Follow On Milk Powder 800G,301359927,85487590,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=301359927,True,5051594006829	,14.29,kg,2022-01-27
Sma Little Steps Growing Up Milk Powder 800G,305253372,87225713,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=305253372,True,7613038462103	,11.29,kg,2022-01-27
Sma Organic Growing Up Milk 800G,301282677,85453837,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=301282677,True,7613036354509	,14.99,kg,2022-01-27
Sma Pro Growing Up Milk 800G,305782851,87668914,2 For 22.00,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=305782851,True,7613038394985	,13.39,kg,2022-01-27
Cow & Gate 1 First Milk Powder 800G,301359789,85487526,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=301359789,True,5051594006874	,12.49,g,2022-01-27
Sma Lactose Free Formula From Birth 400G,303631694,86641953,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=303631694,True,7613036546072	,8.35,kg,2022-01-27
Sma Pro Follow-On Milk 6Mth+ 800G,305782747,87668880,2 For 24.00,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=305782747,True,7613038484938	,14.29,kg,2022-01-27
Duracell 2025 4 Pack,293437317,81575662,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=293437317,True,5000394119345	,9.00,EACH,2022-01-27
Babyliss 7107U For Men Battery Beard Trimmer,270699675,70374049,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=270699675,True,3030053071075	,15.00,EACH,2022-01-27
Braun Bt3240 Beard Trimmer & Gilette,307037809,88359720,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=307037809,True,4210201282488	,56.00,EACH,2022-01-27
Wahl Grooming Gear Travel Kit,270431439,70236749,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=270431439,True,5037127007860	,20.00,EACH,2022-01-27
Tesco Led 50W Gu10 3 Pack,294295851,82031587,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=294295851,True,5057008712317	,11.00,EACH,2022-01-27
S/Kopf Got2b Beach Matte Paste 100Ml,280467212,75054075,SAVE 1.66 Was  5.95 Now  4.29,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=280467212,True,7332531008891	,4.29,ml,2022-01-27
Babyliss 7255U 10 In1 Titanium Grooming Kit,304532579,87092863,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304532579,True,3030053072553	,35.00,EACH,2022-01-27
Tesco Led Filament Classic 40W Bayonet Cap,294003962,81887595,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=294003962,True,5057008579538	,6.00,EACH,2022-01-27
Duracell Lr44 4 Pack,297926730,83812892,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=297926730,True,5000394019621	,9.00,EACH,2022-01-27
Kendamil Follow On Milk Stage 2 900G,309191576,89466292,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309191576,True,5056000502964	,12.99,kg,2022-01-27
Sma Soya Infant Formula From Birth 800G,303631711,86641962,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=303631711,True,7613036628600	,16.09,kg,2022-01-27
Aptamil Profutura Milk Growing Up 800G,291369297,80567958,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=291369297,True,4008976527848	,17.99,g,2022-01-27
Kendamil Toddler Milk Stage 3 900G,309169978,89272002,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309169978,True,5056000500083	,12.99,kg,2022-01-27
Aptamil Hungry Milk Powder 800G,301359962,85487618,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=301359962,True,5051594006836	,14.29,g,2022-01-27
Energizer Cr2016 4 Pack,292835591,81304203,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=292835591,True,7638900415353	,10.00,EACH,2022-01-27
Philips Mg3722/33 Multigroom,301327643,85502878,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=301327643,True,8710103867159	,39.00,EACH,2022-01-27
Tesco Led Light Wand,296236245,82983197,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=296236245,True,5057373515698	,4.00,EACH,2022-01-27
Philips Mg3710/33 Multigroom,301327689,85502918,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=301327689,True,8710103867135	,24.00,EACH,2022-01-27
Energizer Lithium Cr2032 2 Pack,301079348,85378892,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=301079348,True,7638900423006	,6.99,EACH,2022-01-27
Revlon One Step Hair Dryer & Volumiser,296461559,83094775,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=296461559,True,0761318452225	,55.50,EACH,2022-01-27
Tesco Halogen 10W G4 4 Pack,294295920,82031656,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=294295920,True,NA,6.00,EACH,2022-01-27
Braun Mgk 3221,306916059,88291741,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306916059,True,4210201281535	,39.00,EACH,2022-01-27
Sma Pro First Infant Milk Birth 200Ml,305781702,87668413,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=305781702,True,7613038459912	,1.09,LITRE,2022-01-27
Aptamil 2 Follow On Milk 200Ml Ready To Feed Liquid,278975670,74439405,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=278975670,True,8716900559143	,1.09,LITRE,2022-01-27
Cow & Gate 2 Follow On Milk Powder 800G,301359806,85487532,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=301359806,True,5051594006881	,12.49,g,2022-01-27
Sma Advanced Follow-On-Milk 6 Months+ 800G,303215110,86448013,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=303215110,True,7613036913676	,17.99,kg,2022-01-27
Sma Little Steps Follow On Milk 6Mth+ 800G,303215179,86448042,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=303215179,True,7613036938259	,11.29,kg,2022-01-27
Aptamil Comfort Milk Powder 800G,301360003,85487630,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=301360003,True,5051594006850	,16.29,g,2022-01-27
Cow & Gate Simply A2 1 First Infant Milk Formula 800G,308495459,88915840,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=308495459,True,5051594008922	,13.99,kg,2022-01-27
Sma Little Steps First Milk 1 From Birth 800G,303215156,86448036,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=303215156,True,7613036926744	,11.29,kg,2022-01-27
Sma Anti Reflux Infant Milk From Birth 800G,305527901,87583979,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=305527901,True,7613038562247	,16.09,kg,2022-01-27
Aptamil Profutura Follow On Milk 800G,291369239,80567912,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=291369239,True,4008976527831	,17.99,g,2022-01-27
Aptamil Anti Reflux Milk Powder 800G,301359985,85487624,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=301359985,True,5051594006843	,16.29,g,2022-01-27
Cow And Gate 2 Follow On Milk Multipack 4X200ml Ready To Feed Liquid,286866292,78290999,Any 3 For 9.00,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=286866292,True,8716900569784	,3.75,LITRE,2022-01-27
Aptamil 1 First Infant Milk From Birth 800G,301359904,85487584,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=301359904,True,5051594006812	,14.29,kg,2022-01-27
Cow & Gate Hungry Milk Powder 800G,301359841,85487555,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=301359841,True,5051594006898	,12.49,g,2022-01-27
Cow & Gate Anti Reflux Milk Powder 800G,301359864,85487561,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=301359864,True,5051594006911	,14.49,g,2022-01-27
Kendamil First Infant Milk Stage 1 900G,309204373,89427212,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309204373,True,5056000502957	,12.99,kg,2022-01-27
Nannycare 2 Goat Milk Based Follow On Milk 900G,306664172,87886892,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306664172,True,5022817000238	,31.99,g,2022-01-27
Aptamil Organic 3 Toddler Milk Formula 800G,307157689,88314128,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=307157689,True,5051594008779	,15.99,kg,2022-01-27
Sma Comfort Milk From Birth 800G,308464808,88887852,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=308464808,True,7613287120434	,16.09,kg,2022-01-27
Sma Advanced First Milk From Birth 800G,303215093,86448007,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=303215093,True,7613036912549	,17.99,kg,2022-01-27
Sma Pro Extra Hungry Infant Milk 800G,307361298,88498687,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=307361298,True,7613038106021	,14.29,kg,2022-01-27
Sma Pro First Infant Milk From Birth 800G,305781649,87668396,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=305781649,True,7613036912990	,14.29,kg,2022-01-27
Nannycare 3 Goat Milk Based Growing Up Milk 900G,306651918,87868879,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306651918,True,5022817000245	,31.99,kg,2022-01-27
Drynites Boy Pyjama Pant Age 4-7 Years 10 Pants,257750418,53764798,Any 2 For 10.00,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=257750418,True,5029053527574	,5.75,EACH,2022-01-27
Drynites Bedmats 7 Ultra Absorbent Sheets,264891968,64242537,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=264891968,True,5029053532592	,5.25,EACH,2022-01-27
Drynites Girl Pyjama Pant Age 4-7 Years 10 Pants,257750242,53764564,Any 2 For 10.00,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=257750242,True,5029053527581	,5.75,EACH,2022-01-27
Drynites Boy Pyjama Pant Age 8-15 Years 9 Pants,257751391,53765428,Any 2 For 10.00,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=257751391,True,5029053527598	,5.75,EACH,2022-01-27
Drynites Girl Pyjama Pant Age 8-15 Years 9 Pants,257750608,53764988,Any 2 For 10.00,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=257750608,True,5029053527604	,5.75,EACH,2022-01-27
Pampers New Baby Size 0 Carry Pack 24,282488457,62572178,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=282488457,True,4015400639015	,2.99,EACH,2022-01-27
Huggies Little Swimmers Size 3-4 7-15Kg 12 Pants,251582444,54052725,Any 2 For 10.00,18/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=251582444,True,0036000183399	,6.99,EACH,2022-01-27
Pampers Change Mats 12 Pack,250062641,54845853,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=250062641,True,4015400827481	,7.79,EACH,2022-01-27
Pampers New Baby Size 1 22 Nappies,307343209,88499513,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=307343209,True,8001841859088	,2.99,EACH,2022-01-27
Green Aware Compostable Nappy Bags 30 Pack,309754775,89629181,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309754775,True,5098732010225	,1.99,EACH,2022-01-27
Fred And Flo Ultra Dry Size 5+ Nappies Jumbo Pack 64,308106139,88899028,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=308106139,True,5059512731723	,5.00,EACH,2022-01-27
Rascal And Friends Essential Size 2 Nappies 54 Pack,302987591,86330296,SAVE 1.00 Was  6.00 Now  5.00,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=302987591,True,4897097260174	,5.00,EACH,2022-01-27
Rascal And Friends Essential Size 4 Nappies 44Pk,302987631,86330313,SAVE 1.00 Was  6.00 Now  5.00,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=302987631,True,4897097260198	,5.00,EACH,2022-01-27
Tesco Health Junior Nappies 20 Pack,301360389,85487716,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=301360389,True,5057753439125	,4.99,EACH,2022-01-27
Pampers Baby Dry Pants Size 5 60 Nappies Jumbo Pack,303392146,86505614,Any 2 For 20.00,26/1/2022,8/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=303392146,True,8001841159706	,14.00,EACH,2022-01-27
Fred & Flo Newborn Nappy Size 0 24 Pack,301393373,85508866,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=301393373,True,5057753440299	,1.50,EACH,2022-01-27
Huggies Pull Ups Explorers 1.5-3 Years Pink 24 Pack,306666014,87884442,Buy 1 Get 1 FREE,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=306666014,True,5029053574042	,9.49,EACH,2022-01-27
Pampers Harmonie Size 1 26Pack,309775069,89609012,Buy 1 Get 1 FREE,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=309775069,True,8006540156155	,9.99,EACH,2022-01-27
Huggies Pull Ups Blue Training Pants 2-4 Years Day 20 Pack,306660889,87867650,HALF  PRICE     Was  9.49  Now  4...,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=306660889,True,5029053574110	,4.74,EACH,2022-01-27
Rascal And Friends Nappy Pants Size 5 36Pk,302987867,86330428,SAVE 1.00 Was  6.00 Now  5.00,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=302987867,True,4897097260235	,5.00,EACH,2022-01-27
Fred And Flo Ultra Dry Size 5 Nappies Jumbo Pack 72,308105434,88710258,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=308105434,True,5059512740404	,5.00,EACH,2022-01-27
Huggies Drynites Boy Pyjama Pants 8-15 Years X13,308467166,88891739,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=308467166,True,5029053560175	,9.00,EACH,2022-01-27
Fred And Flo 26 Ultra Dry Nappies S6+,304796341,85976420,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304796341,True,5057753916718	,2.99,EACH,2022-01-27
Pampers Baby Dry Size 4 Jumbo+ Pack 86 Nappies,293249920,81244596,Any 2 For 20.00,26/1/2022,8/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=293249920,True,8001090156839	,14.00,EACH,2022-01-27
Pampers Active Fit Size 4 60 Nappies Jumbo+ Pack,307361079,88500461,Any 2 For 20.00,26/1/2022,8/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=307361079,True,8001841808772	,14.00,EACH,2022-01-27
Rascal And Friends Essential Nappy Pants Size 4 40 Pack,302987815,86330394,SAVE 1.00 Was  6.00 Now  5.00,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=302987815,True,4897097260228	,5.00,EACH,2022-01-27
Huggies Pull-Ups Explorers 1.5-3 Years Blue 24 Pack,306660752,87882352,Buy 1 Get 1 FREE,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=306660752,True,5029053574059	,9.49,EACH,2022-01-27
Fred And Flo 40 Ultra Dry Nappies Size 5,304798621,87230234,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304798621,True,5057753935290	,2.79,EACH,2022-01-27
Pampers Harmonie Size 2 39 Pack,309749655,89448849,Buy 1 Get 1 FREE,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=309749655,True,8006540156551	,9.99,EACH,2022-01-27
Fred And Flo 48 Ultra Dry Nappies Size 4,304794654,87225379,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304794654,True,5057753926212	,2.79,EACH,2022-01-27
Fred And Flo 44 Ultra Dry Nappies Size 4+,304784977,87228111,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304784977,True,5057753915223	,2.99,EACH,2022-01-27
Tesco Health Junior Plus 20 Nappies,304788817,87181162,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304788817,True,5057753896362	,5.99,EACH,2022-01-27
Pampers New Baby Size 2 46 Nappies Essential Pack,307342246,88498445,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=307342246,True,8001841794761	,9.99,EACH,2022-01-27
Pampers Baby Dry Pants Essential Pack Size 4 38 Nappies,303413405,86505879,SAVE 33% Was  9.99,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=303413405,True,8001841159430	,6.69,EACH,2022-01-27
Pampers New Baby Size 2 31 Nappies,307340732,88504514,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=307340732,True,8001841859101	,4.99,EACH,2022-01-27
Pampers Harmonie Size 4 28Pack,309756554,89627459,Buy 1 Get 1 FREE,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=309756554,True,8006540156636	,9.99,EACH,2022-01-27
Pampers Active Fit Size 6 48 Nappies Jumbo Plus Pack,307759992,88721055,Any 2 For 20.00,26/1/2022,8/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=307759992,True,8001841808901	,14.00,EACH,2022-01-27
Pampers Active Fit 22 Nappy Pants Size 6 Essential Pack,307364905,88497095,SAVE 33% Was  9.99,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=307364905,True,8001841770673	,6.69,EACH,2022-01-27
Dry Nites Pyjama Pants 4-7 Pink Jumbo 16 Pack,304390947,85997648,Any 2 For 15.00,18/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=304390947,True,5029053571584	,8.50,EACH,2022-01-27
Fred & Flo Easy Fit Size 6 Nappy Pant 34 Pack,301393632,85508993,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=301393632,True,5057753440558	,4.50,EACH,2022-01-27
Huggies Pure Baby Wipes Fragrance Free Sngle Pack 56 Wipes,266608168,59101430,3 For 3.00,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=266608168,True,5029053550039	,1.39,sheet,2022-01-27
Huggies Baby Wipes Pure Extra Care 56 Pack,302111919,85873518,2 For 3.00,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=302111919,True,5029053568706	,2.29,sheet,2022-01-27
Huggies Pure Baby Wipes Fragrance Free 12 Packs X56 Wipes,288390326,78996694,SAVE 2.29 Was  13.29 Now  11.00,18/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=288390326,True,5029054659649	,11.00,sheet,2022-01-27
Rascal Plus Friends Biodegradable 52 Baby Wipes,308453931,89266407,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=308453931,True,4897097264899	,1.50,sheet,2022-01-27
Rascal And Friends Essential Nappies Size 1 44 Pack,302987579,86330282,SAVE 1.00 Was  6.00 Now  5.00,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=302987579,True,4897097260167	,5.00,EACH,2022-01-27
Huggies Natural Biodegradable Baby Wipes 8X48 Pack,310166787,89948338,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=310166787,True,5029054233412	,12.00,EACH,2022-01-27
Pampers Aquapure Sensitive Itive 3X 48 Baby Wipes,302112538,85873806,2 For 11.00,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=302112538,True,8001090603388	,7.99,EACH,2022-01-27
Pampers Aqua Pure Sensitive 1X 48,302112573,85873829,2 For 5.00,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=302112573,True,8001090603326	,3.29,EACH,2022-01-27
Pampers Sensitive Fragrance Free Baby Wipes 52 Pack X 12,305430940,87540754,Any 2 For 20.00,26/1/2022,8/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=305430940,True,8001841041483	,15.00,sheet,2022-01-27
Pampers New Baby Size 3 72 Nappies Jumbo+ Pack,307360777,88247150,Any 2 For 20.00,26/1/2022,8/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=307360777,True,8001841794884	,14.00,EACH,2022-01-27
Huggies Natural Biodegradable Plastic Free 48 Baby Wipes,309488859,89465229,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309488859,True,5029053578286	,1.75,sheet,2022-01-27
Pampers Active Fit Size 4 37 Nappies Essential Pack,307349423,88500449,SAVE 33% Was  9.99,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=307349423,True,8001841808550	,6.69,EACH,2022-01-27
Pampers Active Fit 44 Pants Size 5 Jumbo Plus Pack,307343395,88504946,Any 2 For 20.00,26/1/2022,8/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=307343395,True,8001841770734	,14.00,EACH,2022-01-27
Pampers Sensitive Baby Wipes 52 Pack,303414934,86506573,2 For 2.20,26/9/2021,28/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=303414934,True,8001841041391	,1.35,EACH,2022-01-27
Liga Original 175G,253671981,54427559,SAVE 59c Was  2.59 Now  2.00,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=253671981,True,7622210781093	,2.00,g,2022-01-27
Liga Junior 175G,254831330,57409784,SAVE 99c Was  2.99 Now  2.00,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=254831330,True,7622210780317	,2.00,g,2022-01-27
Organix 7 Month Rice Cakes Apple 50G,255125099,57521621,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=255125099,True,5024121857300	,1.59,kg,2022-01-27
Organix 7 Month Rice Cakes Raspberry And Blueberry 50G,264341347,63708202,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=264341347,False,5024121899300	,1.59,kg,2022-01-27
Cow & Gate Apple And Pear Fruit Pot 4X100g 4 Mth+,253052208,50951408,Any 2 For 3.50,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=253052208,True,5000378998416	,2.49,kg,2022-01-27
Organix Melty Carrot Puffs 20G,258904138,57188258,Any 3 For 2.00,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=258904138,True,5024121885303	,0.89,kg,2022-01-27
Organix Melty Sweet Corn Rings 20G,258904624,57192370,Any 3 For 2.00,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=258904624,True,5024121884306	,0.89,kg,2022-01-27
Cow & Gate Fruit Cocktail Fruit Pot 4X100g 4 Mth+,253043968,50950521,Any 2 For 3.50,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=253043968,True,5000378998454	,2.49,kg,2022-01-27
Cow & Gate Apple And Banana Fruit Pot 4X100g 4 Mth+,253052928,50951474,Any 2 For 3.50,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=253052928,True,5000378998393	,2.49,kg,2022-01-27
Farleys Rusks Original 6 Months Plus 300G,252387000,50087926,SAVE 39c Was  2.39 Now  2.00,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=252387000,True,5000218005687	,2.00,kg,2022-01-27
Tesco Hole Punch,271277096,70644911,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=271277096,True,5052109916183	,3.20,EACH,2022-01-27
Ella's Kitchen Beef Stew With Spuds 130G,268534136,62943840,Buy any 5 for 4 cheapest 1 FREE,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=268534136,True,5060107332096	,1.99,kg,2022-01-27
Heinz Apple Biscotti 60G,264154471,62864606,SAVE 14c Was 99c Now 85c,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=264154471,True,5000157067845	,0.85,kg,2022-01-27
Cow & Gate Apple Apricot And Strawberry Fruit Pot 4X100g 4 Mth+,253052358,50951416,Any 2 For 3.50,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=253052358,True,5000378998478	,2.49,kg,2022-01-27
Ella's Kitchen Sweet Potato Pumpkin Apple And Blueberries 120G,261384001,60156559,Buy any 5 for 4 cheapest 1 FREE,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=261384001,True,5060107330306	,1.45,kg,2022-01-27
Ella's Kitchen Apples Plus Bananas 120G,261383215,60155762,Buy any 5 for 4 cheapest 1 FREE,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=261383215,True,5060107330276	,1.45,kg,2022-01-27
Sharpie Fine Prmt Markers Asstd 4 Pack,261552776,60322714,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=261552776,True,3501179858586	,6.00,EACH,2022-01-27
Tesco Ballpoint Pens Black 50 Pack,262696166,61439496,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=262696166,True,5051399657523	,8.00,EACH,2022-01-27
Crayola Supertips 12 Pack,255677787,57715110,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=255677787,True,5010065075092	,3.25,EACH,2022-01-27
Tesco A4 Casebound Notebook 150 Pages Assorted,271660379,70828395,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=271660379,True,5052109982638	,6.40,EACH,2022-01-27
Epson Cheetah T0711blk Printer Ink Cartridge,260860925,59544358,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=260860925,True,8715946360324	,17.00,EACH,2022-01-27
Tesco A4 Project Book 250 Pages,271660425,70828441,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=271660425,True,5057967776191	,4.00,EACH,2022-01-27
Tesco Ring Binder Black,263125369,61858015,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=263125369,True,5052319384222	,1.15,EACH,2022-01-27
Tesco C510 Ink Cartridge,270720604,70381242,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=270720604,True,5052109796679	,16.00,EACH,2022-01-27
Tesco Highlighters 4 Pack,253358575,56609819,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=253358575,True,5000462837621	,1.60,EACH,2022-01-27
Ella's Kitchen Chicken Casserole With Rice 130G,268534919,62943644,Buy any 5 for 4 cheapest 1 FREE,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=268534919,True,5060107332119	,1.99,kg,2022-01-27
Ella's Kitchen Apples Carrots Plus Parsnips 120G,261383169,60155727,Buy any 5 for 4 cheapest 1 FREE,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=261383169,True,5060107330214	,1.45,kg,2022-01-27
Organix 12 Month Apple And Raspberry Fruit And Cereal Bar 6X30g,255126023,57522234,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=255126023,True,5024121846304	,3.59,g,2022-01-27
