Barcode,Product ID,Product Name,Description,Wholesale Price,Packet Format,Vat,On Promo,Promotional Price
5000289930307	,246094,Gordon's Premium Pink Distilled Gin 1L,"Inspired by an original 1880 recipe from Alexander Gordons, Gordon’s Premium Pink Distilled Gin is carefully crafted using the highest quality ingredients.Inspired by an original 1880 recipe, Gordon's Pink is crafted to balance the refreshing taste of Gordon's with the sweetness of raspberries and strawberries with the tang of redcurrant. Made using only the highest quality ingredients and only natural flavourings to provide an authentic real berry flavour. To enjoy a perfectly mixed Gordon's Pink and Tonic, fill a large copa glass with ice, add 50ml Gordon's Pink, top with 150ml tonic and garnish with plenty of juicy strawberries. Gordon's Premium Pink Distilled Gin provides a light and refreshing tasting drink that makes the perfect gift for gin lovers or simply to enjoy with friends. Gordon's Premium Pink Distilled Gin balances the crisp, juniper taste of Gordon's with the sweetness of raspberries and strawberries and a tang of redcurrant. Inspired by an original 1880 recipe from Alexander Gordons, Gordon's Premium Pink Distilled Gin is carefully crafted using the highest quality ingredients. To enjoy a perfectly mixed Gordon's Pink and Tonic, fill a large copa glass with ice, add 50ml Gordon's Pink, top with 150ml tonic and garnish with plenty of juicy strawberries. Gordon's Premium Pink Distilled Gin provides a sweeter alternative to a classic G&T. A light and refreshing drink that is perfect for catching up with friends or enjoying at home in the evening. Gordon's Pink is crafted to balance the classic juniper-led taste of Gordon's with the sweetness of raspberries and strawberries with the tang of redcurrant. Inspired by an original Gordon's recipe from the 1880s, Gordon's Pink has a delicate fruity sweetness, irresistible smell and subtle touch of juniper. Almost 250 years ago, Alexander Gordon started his distillery in London and set about creating the recipe for a brilliant-tasting gin. Gordon's high quality and distinctive juniper flavour has come to define the taste of the classic G&T. Gordon's today is a gin that's enjoyed, not dissected. It's the perfect gin to start a Friday evening or a Tuesday night catch-up with friends, where we share a moment and have a laugh with people we love.Alcohol By Volume: 37Units: 0.14Tasting Notes: To enjoy a perfectly mixed Gordon’s Pink and Tonic, fill a large copa glass with ice, add 50ml Gordon’s Pink, top with 150ml tonic and garnish with plenty of juicy strawberries.", £15.79, 1 x 1ltr , 20%,Yes,SAVE £4.70
0070330129665	,41126,BIC Cristal Black Pens 50 Pack,"Efficient design that's simple and trusted. Includes a clear barrel for checking your ink levelMade with minimal materials and proudly certified by the NF Environnement eco-labelThe super-durable BIC Cristal Original pen has enough black ink to write for an average of 3 kmThe classic BIC Cristal Original pen is the world's best-selling ballpoint pen and this box of 50 contains all black Biro pens The medium 1.0 mm point glides across the page with unmatched comfort for smooth smudge-free writing The classic BIC Cristal Original pen with its clear barrel is the world's best-selling ballpoint pen, and this box contains 50 in black ink. Each of these lightweight pens has enough ink to write for an average of 3 km, plus is certified with the NF Environnement eco-label. The minimal design of this iconic object has made it part of the permanent collections at the New York Museum of Modern Art (MoMA) and the Musée d'Art Moderne/Pompidou Centre in Paris. French entrepreneur Marcel Bich started a writing revolution in 1950 with the smooth smudge-free BIC Cristal Original ballpoint pen. His invention offered an unbeatable trio: a point, a perfectly spherical ball, and high-quality ink manufactured in the BIC plants. The company has since upheld its flawless quality standards by constantly optimising the BIC Cristal pen with its instantly recognisable clear barrel. Over the years, the pen has gradually been made lighter and the proprietary ink is constantly being perfected for writing with an ever-gentler touch. This pen now lasts twice as long as most commonly known ballpoint pens, so this box of 50 black ballpoint pens will keep you going for a while! A ubiquitous object known and loved by all for decades, the BIC Cristal ballpoint pen is a totally dependable part of daily life for millions of people around the world, from students and professionals to artists. This iconic object is even on exhibit at the New York Museum of Modern Art (MoMA) and the Musée d'Art Moderne/Pompidou Centre in Paris, where visitors still marvel at its timeless design. Because only BIC is as good as BIC.", £205.80, 20 x 50s , 20%,Yes,SAVE £2.06
0061232202471	,1016293,Nairn's Fruit & Seed Oat Muesli 450g,"Nairn's Gluten Free Oat Muesli 450gWe believe the simple, natural goodness of oats is for everyone to enjoy Our Gluten Free Fruit & Seed Oat Muesli is packed with mighty Wholegrain Oats, as well as crunchy seeds and real fruit. It's deliciously versatile a pour over your favourite milk/milk alternative or fruit juice, or mix with fresh fruit, nuts and natural yoghurt. For a hot breakfast, try heating our Fruit & Seed Oat Muesli the same way you'd make your porridge. Use twice as much milk as muesli, and microwave on full power for 2-3 minutes, stirring occasionally.This product may settle in a transit. Crossed Grain Symbol - CUK-M-124Number of uses/Servings: 10This pack contains 10 servings", £2.39, 1 x 450g , 0%,No,N/A
8410036806934	,255523,Freixenet Italian Rosé 75cl,"Rosé - Sparkling Italian WineSuitable for vegetariansWine of ItalyPresented in a striking cut-glass bottle, Freixenet Italian Rosé blends superior quality with stunning beauty. Using its extensive sparkling winemaking expertise, Freixenet has created the Rosé sibling to Frexienet's widely successful Prosecco. A stand-out rosé that is perfect to make any occasion extra special. Freixenet Italian Rosé is a delicate blend of Glera and Pinot Noir grapes, carefully selected from the finest Italian vineyards. Light and effervescent,with notes of red berries and underlying hints of white flowers and apples. What's more, the stunning bottle makes for a great centrepiece at any celebration, or to impress family and friends over an evening meal. Perfect with shellfish, desserts or as a sophisticated aperitif.Type of Closure: Natural CorkCurrent Vintage: NVProducer: FREIXENETGrape Variety: Glera, Pinot NoirWinemaker: Freixenet's Technical TeamAgent: Freixenet UKVinification Details: Glera and Pinot Noir grapes are harvested during sunrise, being softly pressed to capture the deliciously delicate rosé tone and fruit flavour, and fermented at a low temperature to foster the most fragrant aromas. The second fermentation takes place in stainless steel tanks pressurized at controlled temperatureAlcohol By Volume: 10.8Units: 8.64Tasting Notes: Light and effervescent, Freixenet Italian Rosé offers delightful red berries notes over a delicate base of white flowers and applesServing Suggestion: Perfect with shellfish, desserts or as a sophisticated aperitifStatutory/Years: 18", £7.99, 1 x 75cl , 20%,No,N/A
8410036806422	,238176,Freixenet Prosecco 75cl,"Prosecco - White Sparkling Italian WineWine of ItalyExtra dryPresented in a striking cut-glass bottle, Freixenet Prosecco blends superior quality with stunning beauty. Using its extensive sparkling winemaking expertise, Freixenet has created a stand-out, high quality and stylish wine that is the perfect for any occasion. Made from the finest Glera grapes in Italy's Prosecco region of Veneto, Freixenet Prosecco is as distinctive as it is delicious, with the lively effervescence of ripe lemon, hints of green apple, and grapefruit flavours. With a delightful light and fresh finish, this prosecco can be enjoyed to celebrate every occasion in style. What's more, the stunning bottle makes for a great centrepiece at any celebration, or to impress family and friends over an evening meal. Perfect with shellfish, light meats, desserts or as a sophisticated aperitif.Type of Closure: Natural CorkCurrent Vintage: NVGrape Variety: GleraWinemaker: Freixenet's technical teamAgent: Freixenet UKVinification Details: The aromas and freshness of its grapes are preserved thanks to a first slow cooled fermentation. The second fermentation takes place in stainless steel tanks pressurized at controlled temperatureRegional Information: Bookended by the towns of Conegliano in the east and Valdobbiadene, the hilly Veneto is the most important prosecco producing region in ItalyAlcohol By Volume: 11Units: 8.25Tasting Notes: A refreshing Prosecco with a clean fresh palate of ripe lemon, green apple and grapefruit flavoursServing Suggestion: Perfect with shellfish, light meats, desserts or as a sophisticated aperitifStatutory/Years: 18", £7.99, 1 x 75cl , 20%,No,N/A
5000289932240	,255945,"Gordon's Sicilian Lemon Distilled Flavoured Gin, 70cl","A Mediterranean twist on an original recipe from Alexander GordonSicilian Lemon is a crisp refreshing distilled gin with juniper and delicious juicy lemonsMix 50ml gin, 150ml tonic water over ice and garnish with a lemon wheelA delicious Mediterranean twist on an original recipe from Alexander Gordon. Made with the highest quality ingredients and using only natural flavourings, Gordon's Sicilian Lemon is perfectly crafted to balance the juniper notes and refreshing taste of Gordon's with the finest juicy Sicilian lemons. A trip for your taste buds to the sunny shores of Sicily. A Mediterranean twist on an original recipe from Alexander Gordon. Sicilian Lemon is a crisp refreshing distilled gin with juniper and delicious juicy lemons. Mix 50ml gin, 150ml tonic water over ice and garnish with a lemon wheel Zesty Sicilian lemons are balanced with Gordon's original botanicals to deliver a crisp and juicy refreshing taste. Gordon's Sicilian Lemon is a delicious and tasty option for people looking for something different from the standard gin. A delicious Mediterranean twist on an original recipe from Alexander Gordon. Made with the highest quality ingredients and using only natural flavourings, Gordon's Sicilian Lemon is a trip for your taste buds to the sunny shores of Sicily. To enjoy a perfectly mixed Gordon's Sicilian Lemon and tonic, fill a large copa glass with ice, add 50ml Gordon's Sicilian Lemon, top with 150ml tonic and garnish with a wheel of lemon. A light and refreshing-tasting drink that is perfect for catching up with friends or enjoying in the evening.Alcohol By Volume: 37.5Tasting Notes: Zesty Sicilian lemons are balanced with Gordon's original botanicals to deliver a crisp and juicy refreshing tasteServing Suggestion: To enjoy a perfectly mixed Gordon's Sicilian Lemon and tonic, fill a large copa glass with ice, add 50ml Gordon's Sicilian Lemon, top with 150ml tonic and garnish with a wheel of lemonStatutory/Years: 18", £68.99, 6 x 70cl , 20%,Yes,SAVE £14.90
5010049001970	,258685,Wagon Wheels 6 Jammie,"Biscuit filled with mallow and jam and covered with chocolate flavoured coating.Individually wrappedNon GM ingredientsNo artificial colours, flavours, sweeteners, preservatives or hydrogenated fatsThe legendary experience of biscuit, mallow, jam and a chocolate flavoured coatingNumber of uses/Servings: 6Pack contains: 6 Wagon Wheels", £11.59, 16 x 6pk , 20%,No,N/A
9311043032011	,269198,Hardys Crest Chardonnay 750ml,"ChardonnayWine of South Eastern AustraliaCrest Chardonnay is rich and elegant with flavours of citrus and melon, a soft creamy texture and subtle toasted oak on the finish - great with fresh seafood.Carbon Trust Carbon Neutral Certified.Number of uses/Servings: 6Bottle contains 6 glassesType of Closure: ScrewcapCurrent Vintage: 2017Producer: Accolade WinesGrape Variety: ChardonnayWinemaker: Viki WadeAgent: Accolade WinesVinification Details: Light oak influence, matured in stainless steel tanksHistory: This range of wines was created to honour Sir James, a fourth generation of the Hardys family, and have been expertly crafted by our winemakers to create wines that are rich and full-bodied with good depth of flavour.Regional Information: The Riverland region is a great place to grow quality Chardonnay grapes. The warm summer days and cool nights allow for optimum flavour development.Alcohol By Volume: 13Units: 9.8Tasting Notes: Full bodied palate with intense peach and pear flavours, balanced with soft vanilla oak. Creamy mouthfeel with a fresh citrus finish. A well balanced wine, rich and complex wine with a creamy texture", £27.99, 6 x 75cl , 20%,No,N/A
5020379152334	,251270,Lichfields Fairtrade White Sugar 2kg,"Fairtrade White Sugar SticksFairtradeIndividual 2g sticksSuitable for VegetariansSuitable for VegansSugar sticks unsuitable for retail sale. Fairtrade sugar may be mixed with non-certified sugar, on a mass balance basis, total 100%. © Booker 001120", £7.99, 1 x 2kg , 0%,No,N/A
5010975010022	,144652,Tunnock's Real Milk Chocolate Caramel Wafer Biscuits 4 x 30g,Milk Chocolate Caramel Wafer BiscuitAll Our Vegetable Oils and Fats Contain Certified Sustainable Palm OilSuitable for VegetariansStill Original Size, £12.59, 20 x 4x30g , 20%,No,N/A
0070177103088	,72537,Twinings Pure Green Tea 20 Single Tea Bags 50g,"Pure Green Tea 20 Single Tea BagsSealed for freshnessAll natural ingredients2 calories per cupSugar freeWhat does it taste like? Gentle sencha steaming and pan firing creates this refreshing, earthy blend which retains its natural, distinctive flavour. What makes this tea different? Our crisp and refreshing green teas start their journey from the dewy, misty tea gardens of China and India. We've been picking the best leaves and buds for three centuries. Our master blenders use their detailed knowledge of these regions to create this invigorating blend which is full of character and ready to brighten up your day.Number of uses/Count: 20", £7.69, 4 x 50g , 0%,No,N/A
8410036806934	,241243,Freixenet Italian Rosé 75cl,"Rosé - Sparkling Italian WineSuitable for vegetariansWine of ItalyPresented in a striking cut-glass bottle, Freixenet Italian Rosé blends superior quality with stunning beauty. Using its extensive sparkling winemaking expertise, Freixenet has created the Rosé sibling to Frexienet's widely successful Prosecco. A stand-out rosé that is perfect to make any occasion extra special. Freixenet Italian Rosé is a delicate blend of Glera and Pinot Noir grapes, carefully selected from the finest Italian vineyards. Light and effervescent,with notes of red berries and underlying hints of white flowers and apples. What's more, the stunning bottle makes for a great centrepiece at any celebration, or to impress family and friends over an evening meal. Perfect with shellfish, desserts or as a sophisticated aperitif.Type of Closure: Natural CorkCurrent Vintage: NVProducer: FREIXENETGrape Variety: Glera, Pinot NoirWinemaker: Freixenet's Technical TeamAgent: Freixenet UKVinification Details: Glera and Pinot Noir grapes are harvested during sunrise, being softly pressed to capture the deliciously delicate rosé tone and fruit flavour, and fermented at a low temperature to foster the most fragrant aromas. The second fermentation takes place in stainless steel tanks pressurized at controlled temperatureAlcohol By Volume: 10.8Units: 8.64Tasting Notes: Light and effervescent, Freixenet Italian Rosé offers delightful red berries notes over a delicate base of white flowers and applesServing Suggestion: Perfect with shellfish, desserts or as a sophisticated aperitifStatutory/Years: 18", £45.99, 6 x 75cl , 20%,No,N/A
5010049001956	,219586,Wagon Wheels 6 Individually Wrapped,"The Legendary Experience of Biscuit, Mallow and a Chocolate Flavoured CoatingNon GM ingredientsEpic insideNo hydrogenated fatsNo artificial colours, flavours, sweeteners or preservativesNumber of uses/Servings: 66 servings per pack", £11.59, 16 x 6x37g , 20%,No,N/A
5020379163064	,267496,Regimental Fine Ruby Port 75cl,"Fine Ruby PortProduce of PortugalAged to MaturityA fruit-driven, youthful style of Port, with red and black fruit flavours and a robust finish.000221Alcohol By Volume: 19Units: 14.3Tasting Notes: A fruit-driven, youthful style of Port, with red and black fruit flavours and a robust finishServing Suggestion: Serve lightly chilled as an aperitif, or after dinner with cheese platters or chocolate desserts", £6.49, 1 x 75cl , 20%,No,N/A
0070177067762	,71383,Twinings Pure Camomile 20 Tea Bags 30g,"A camomile infusion.4 Calories per cupSugar freeSealed for FreshnessNaturally caffeine freeAll natural ingredients* *All our herbs are gently steamed, the process is gentle to protect their delicate taste. Leave behind the to-do lists and worries of the day and imagine them as tiny little dots swaying below as you float up, up and away. What does it taste like? Like the centre of these pretty daisy-like flowers, this is a golden infusion which is slightly sweet and floral.Box - Card - widely recycled Twinings is a registered trademark of R. Twining and Company Limited.Number of uses/Count: 20", £7.29, 4 x 30g , 0%,No,N/A
0799439110564	,1018606,Pure South Press Avocado Cold-Pressed Extra Virgin Oil 250ml,"Avocado Cold-Pressed Extra Virgin OilPure South Press EV Avocado Oil 250mlOur Whole Food Quality Guarantee means we source the best grade, whole African avocados to cold press this superior quality oil straight from the grove. Unlike refined oils, our extra virgin oil retains all its natural nutritional goodness, lovely green colour and delicious fruity flavour.Number of uses/Servings: 16Approximately 16 servings", £3.50, 1 x 250ml , 0%,No,N/A
8414933026112	,1016314,SOSA Isomalt Refined,SOSA Isomalt 'F' is a refined powder derived from Sucrose. It may be substituted for Sucrose in a 1:1 ratio without changing the physical characteristics of the final product. It provides half the calories of sucrose. Stable at high temperatures without browning. Used in sweets and cakes and for making tuilles. Can also be used to help caramels last longer., £9.89, 1 x 1kg , 0%,No,N/A
8711177581002	,1016328,Mona Lisa Marbled Chocolate Jura Points,"Ultra-thin, point-shaped marbled pointed Juras (L: 55, W: 35, H: 2mm) to add style and character to your creations. Break your Jura decorations the way you want and place them on top of your confectionery, pastries, ice cream products and desserts to give them a touch of elegance.", £22.95, 1 x 490's , 0%,No,N/A
5010975030020	,530650,Tunnock's Milk Chocolate Tea Cakes 6 x 24g,A delicious biscuit base topped with marshmallows and covered with real milk chocolateSuitable for Vegetarians, £10.59, 12 x 6x24g , 0%,No,N/A
8711177580616	,1016322,Mona Lisa White Chocolate Truffle Shells,"Mona Lisa White Chocolate Truffle Shells are the ideal base to make pralines or truffles. Simply fill with ganache crèmes, caramels, or fillings and decorate. 25mm dia. 6ml capacity.", £38.15, 1 x 504's , 0%,No,N/A
3563490011613	,1016252,Dijon Mustard Kilner,Reine de Dijon Dijon Mustard 2.2kg, £10.59, 1 x 2.2kg , 0%,No,N/A
5411592003587	,1017412,Heritage Wht Choc Flake Truffle Char 1kg,Gudrun L'Héritage Chocolates White Flaked Truffles Joséphine 1kg, £20.00, 1 x 1kg , 20%,No,N/A
5411592003563	,1017410,Heritage Drk Choc Flaked Truffle Lou 1kg,Gudrun L'Héritage Chocolates Dark Flaked Truffles Louise 1kg, £19.50, 1 x 1kg , 20%,No,N/A
5020379138147	,270063,Hidden Road Pinot Grigio Delle Venezie 187ml,"Pinot Grigio Delle VenezieSuitable for vegetarians and suitable for vegansWine of ItalySearching for good wine can sometimes take you down a hidden road to that special vineyard... Delicate apple and zingy citrus fruit flavours and a crisp, refreshing finish.000521Alcohol By Volume: 12Units: 2.2Taste Category: 2 - DryTasting Notes: Delicate apple and zingy citrus fruit flavours and a crisp, refreshing finish", £14.99, 12 x 187ml , 20%,No,N/A
8711177580449	,1016321,Mona Lisa Milk Chocolate Truffle Shells,"Mona Lisa Milk Chocolate Truffle Shells are the ideal base to make pralines or truffles. Simply fill with ganache crèmes, caramels, or fillings and decorate. 25mm dia. 6ml capacity.", £33.89, 1 x 504's , 0%,No,N/A
